HS 1988/92 Product Code,HS 1988/92 Product Description,SITC Revision 2 Product Code,SITC Revision 2 Product Description
270750,Aromatic hydrocarbon mixtures which >=65% disti,33525,"Oils and other products,n.e.s.of dist.of coal tar"
270760,Phenols,33525,"Oils and other products,n.e.s.of dist.of coal tar"
270791,Creosote oils,33525,"Oils and other products,n.e.s.of dist.of coal tar"
270799,"Other oils and oil products, nes",33525,"Oils and other products,n.e.s.of dist.of coal tar"
270810,Pitch obtained from coal tar or from other mine,33531,Pitch obtain.from coal tar/from other mineral tars
270820,Pitch coke obtained from coal tar or from other,33532,Pitch coke
270900,Petroleum oils and oils obtained from bituminou,3330,Petrol.oils & crude oils obt.from bitumin.minerals
271000,"Petroleum oils, etc, (excl. crude); preparation",334,"Petroleum products,refined"
271111,"Natural gas, liquefied",34139,"Liquefied gaseous hydrocarbons,n.e.s."
271112,"Propane, liquefied",34131,Liquefied propane and butane
271113,"Butanes, liquefied",34131,Liquefied propane and butane
271114,"Ethylene, propylene, butylene and butadiene, li",34139,"Liquefied gaseous hydrocarbons,n.e.s."
271119,"Petroleum gases and other gaseous hydrocarbons,",34139,"Liquefied gaseous hydrocarbons,n.e.s."
271121,Natural gas in gaseous state,3414,Petroleum gases and other gaseous hydrocarbons nes
271129,Petroleum gases and other gaseous hydrocarbons,3414,Petroleum gases and other gaseous hydrocarbons nes
271210,Petroleum jelly,33511,Petroleum jelly (petrolatum)
271220,"Paraffin wax, containing <0.75% oil",33512,"Paraffin wax,micro-crystalline wax,slack wax,etc."
271290,"Other paraffin wax... and similar products, nes",33512,"Paraffin wax,micro-crystalline wax,slack wax,etc."
271311,"Petroleum coke, not calcined",33542,Petroleum coke
271312,Calcined petroleum coke,33542,Petroleum coke
271320,Petroleum bitumen,33541,Petroleum bitumen & other residues of petrol.oils
271390,"Other residues of petroleum oils , etc",33541,Petroleum bitumen & other residues of petrol.oils
271410,Bituminous or oil shale and tar sands,27896,"Bitumen and asphalt,natural;bituminous shale"
271490,Bitumen and asphalt; natural asphaltites and as,27896,"Bitumen and asphalt,natural;bituminous shale"
271500,"Bituminous mixtures based on natural asphalt, b",33543,Bituminous mixtures based on natural asphalt
271600,Electrical energy,3510,Electric current
280110,Chlorine,52213,Chlorine
280120,Iodine,52214,"Fluorine,bromine and iodine"
280130,Fluorine; bromine,52214,"Fluorine,bromine and iodine"
280200,"Sulphur, sublimed or precipitated; colloidal su",52215,"Sulphur,sublimed or precipitated;colloidal sulphur"
280300,Carbon (carbon blacks and other forms of carbon,52218,"Carbon (including carbon black),n.e.s."
280410,Hydrogen,52211,"Oxygen,nitrogen,hydrogen and rare gases"
280421,Argon,52211,"Oxygen,nitrogen,hydrogen and rare gases"
280429,Rare gases (excl. argon),52211,"Oxygen,nitrogen,hydrogen and rare gases"
280430,Nitrogen,52211,"Oxygen,nitrogen,hydrogen and rare gases"
280440,Oxygen,52211,"Oxygen,nitrogen,hydrogen and rare gases"
280450,Boron; tellurium,52212,"Selenium,tellurium,phosphorus,arsenic,silicon,etc."
280461,Silicon containing by weight >=99.99% silicon,52212,"Selenium,tellurium,phosphorus,arsenic,silicon,etc."
280469,Silicon containing by weight <99.99% silicon,52212,"Selenium,tellurium,phosphorus,arsenic,silicon,etc."
280470,Phosphorus,52212,"Selenium,tellurium,phosphorus,arsenic,silicon,etc."
280480,Arsenic,52212,"Selenium,tellurium,phosphorus,arsenic,silicon,etc."
280490,Selenium,52212,"Selenium,tellurium,phosphorus,arsenic,silicon,etc."
280511,Sodium,52217,Alkali and alkaline-earth metals;rare earth metals
280519,Alkali metals (excl. sodium),52217,Alkali and alkaline-earth metals;rare earth metals
280521,Calcium,52217,Alkali and alkaline-earth metals;rare earth metals
280522,Strontium and barium,52217,Alkali and alkaline-earth metals;rare earth metals
280530,"Rare-earth metals, scandium and yttrium",52217,Alkali and alkaline-earth metals;rare earth metals
280540,Mercury,52216,Mercury
280610,Hydrogen chloride (hydrochloric acid),52221,Hydrochloric acid and chlorosulphuric acid
280620,Chlorosulphuric acid,52221,Hydrochloric acid and chlorosulphuric acid
280700,Sulphuric acid; oleum,52222,Sulphuric acid; oleum
280800,Nitric acid; sulphonitric acids,52223,Nitric acid;sulphonitric acids
280910,Diphosphorus pentaoxide,52224,"Phosphorus pentoxide and phosp.acids,meta/ortho/p."
280920,Phosphoric acid and polyphosphoric acids,52224,"Phosphorus pentoxide and phosp.acids,meta/ortho/p."
281000,Oxides of boron; boric acids,52225,Boric oxide and boric acid
281111,Hydrogen fluoride (hydrofluoric acid),52229,Other inorganic acids & oxygen comp.of non-metals
281119,"Other inorganic acids, nes",52229,Other inorganic acids & oxygen comp.of non-metals
281121,Carbon dioxide,52229,Other inorganic acids & oxygen comp.of non-metals
281122,Silicon dioxide,52229,Other inorganic acids & oxygen comp.of non-metals
281123,Sulphur dioxide,52229,Other inorganic acids & oxygen comp.of non-metals
281129,"Other inorganic oxygen compounds of non-metals,",52229,Other inorganic acids & oxygen comp.of non-metals
281210,Chlorides and chlorides oxides of non-metals,52231,"Halides,oxyhalides & oth.halog.comp.of non-metals"
281290,"Halides and halide oxides of non-metals, nes",52231,"Halides,oxyhalides & oth.halog.comp.of non-metals"
281310,Carbon disulphide,52232,Sulphides of non-metals;phosphorus trisulphide
281390,Sulphides of non-metals (excl. carbon)commercia,52232,Sulphides of non-metals;phosphorus trisulphide
281410,Anhydrous ammonia,52251,"Ammonia,anhydrous,or in aqueous solution"
281420,Ammonia in aqueous solution,52251,"Ammonia,anhydrous,or in aqueous solution"
281511,"Sodium hydroxide (caustic soda), solid",52252,"Sodium hydroxide (caustic soda),solid"
281512,Sodium hydroxide in aqueous solution (soda lye,52253,Sodium hydroxide in aqueous solution
281520,Potassium hydroxide (caustic potash),52254,Potassium hydroxide;peroxides of sodium/potassium
281530,Peroxides of sodium or potassium,52254,Potassium hydroxide;peroxides of sodium/potassium
281610,Hydroxide and peroxide of magnesium,52255,"Oxid.hydrox.& perox.of strontium,barium/magnesium"
281620,"Oxide, hydroxide and peroxide of strontium",52255,"Oxid.hydrox.& perox.of strontium,barium/magnesium"
281630,"Oxide, hydroxide and peroxide of barium",52255,"Oxid.hydrox.& perox.of strontium,barium/magnesium"
281700,Zinc oxide; zinc peroxide,52241,Zinc oxide and zinc peroxide
281810,"Artificial corundum, whether or not chemically",52257,Artificial corundum
281820,"Aluminium oxide, other than artificial corundum",28732,Alumina (aluminium oxide)
281830,Aluminium hydroxide,52256,Aluminium hydroxide
281910,Chromium trioxide,52242,Chromium oxides and hydroxides
281990,Chromium oxides and hydroxides (excl. chromium,52242,Chromium oxides and hydroxides
282010,Manganese dioxide,52243,Manganese oxides
282090,Manganese oxides (excl. manganese dioxide),52243,Manganese oxides
282110,Iron oxides and hydroxides,52244,"Iron oxides & hydroxides,of >70% of fe2o3"
282120,Earth colours containing >=70% iron(III)oxide,52244,"Iron oxides & hydroxides,of >70% of fe2o3"
282200,Cobalt oxides and hydroxides; commercial cobalt,52245,Cobalt oxides and hydroxides
282300,Titanium oxides,52246,Titanium oxides
282410,"Lead monoxide (litharge, massicot)",52247,Lead oxides;red lead and orange lead
282420,Red lead and orange lead,52247,Lead oxides;red lead and orange lead
282490,"Lead oxides, nes",52247,Lead oxides;red lead and orange lead
282510,Hydrazine and hydroxylamine and their inorganic,52259,Hydrazine & hydroxylamine & their inorganic salts
282520,Lithium oxide and hydroxide,52259,Hydrazine & hydroxylamine & their inorganic salts
282530,Vanadium oxides and hydroxides,52259,Hydrazine & hydroxylamine & their inorganic salts
282540,Nickel oxides and hydroxides,52259,Hydrazine & hydroxylamine & their inorganic salts
282550,Copper oxides and hydroxides,52259,Hydrazine & hydroxylamine & their inorganic salts
282560,Germanium oxides and zirconium dioxides,52259,Hydrazine & hydroxylamine & their inorganic salts
282570,Molybdenum oxides and hydroxides,52259,Hydrazine & hydroxylamine & their inorganic salts
282580,Antimony oxides,52259,Hydrazine & hydroxylamine & their inorganic salts
282590,"Other inorganic bases; other metal oxides, hydr",52259,Hydrazine & hydroxylamine & their inorganic salts
282611,Fluorides of ammonium or of sodium,52311,"Fluorides;fluorosilicates,fluoroborates and salts"
282612,Fluorides of aluminium,52311,"Fluorides;fluorosilicates,fluoroborates and salts"
282619,"Fluorides, nes",52311,"Fluorides;fluorosilicates,fluoroborates and salts"
282620,Fluorosilicates of sodium or of potassium,52311,"Fluorides;fluorosilicates,fluoroborates and salts"
282630,Sodium hexafloroaluminate (synthetic cryolite),52311,"Fluorides;fluorosilicates,fluoroborates and salts"
282690,Fluoroaluminates and other complex fluorine sal,52311,"Fluorides;fluorosilicates,fluoroborates and salts"
282710,Ammonium chloride,52312,Chlorides and oxychlorides
282720,Calcium chloride,52312,Chlorides and oxychlorides
282731,Magnesium chloride,52312,Chlorides and oxychlorides
282732,Aluminium chloride,52312,Chlorides and oxychlorides
282733,Iron chloride,52312,Chlorides and oxychlorides
282734,Cobalt chloride,52312,Chlorides and oxychlorides
282735,Nickel chloride,52312,Chlorides and oxychlorides
282736,Zinc chloride,52312,Chlorides and oxychlorides
282737,Tin chloride,52312,Chlorides and oxychlorides
282738,Barium chloride,52312,Chlorides and oxychlorides
282739,"Chlorides, nes",52312,Chlorides and oxychlorides
282741,Chloride oxides and chloride hydroxides of copp,52312,Chlorides and oxychlorides
282749,Chloride oxides and chloride hydroxides (excl.,52312,Chlorides and oxychlorides
282751,Bromides of sodium or of potassium,52312,Chlorides and oxychlorides
282759,Bromides and bromide oxides (excl. of sodium an,52312,Chlorides and oxychlorides
282760,Iodides and iodide oxides,52312,Chlorides and oxychlorides
282810,Commercial calcium hypochlorite and other calci,52313,Chlorites and hypochlorites
282890,Hypochlorites (excl. of calcium) and chlorites;,52313,Chlorites and hypochlorites
282911,Chlorates of sodium,52314,Chlorates and perchlorates
282919,Chlorates (excl. of sodium),52314,Chlorates and perchlorates
282990,Perchlorates; bromates and perbromates; iodates,52314,Chlorates and perchlorates
283010,Sodium sulphides,52315,Sulphides;polysulphides
283020,Zinc sulphide,52315,Sulphides;polysulphides
283030,Cadmium sulphide,52315,Sulphides;polysulphides
283090,Other sulphides and polysulphides,52315,Sulphides;polysulphides
283110,Dithionites and sulphoxylates of sodium,52316,Dithionites;sulphoxylates
283190,Dithionites and sulphoxylates (excl. of sodium),52316,Dithionites;sulphoxylates
283210,Sodium sulphites,52317,Sulphites and thiosulphates
283220,Sulphites (excl. sodium),52317,Sulphites and thiosulphates
283230,Thiosulphates,52317,Sulphites and thiosulphates
283311,Disodium sulphate,52318,"Sodium sulphate,sod.hydrog.sulph.& sod.pyrosulpha."
283319,Sodium sulphates (excl. disodium sulphate),52318,"Sodium sulphate,sod.hydrog.sulph.& sod.pyrosulpha."
283321,Sulphates of magnesium,52319,Other sulphates(including alums)and persulphates
283322,Sulphates of aluminium,52319,Other sulphates(including alums)and persulphates
283323,Sulphates of chromium,52319,Other sulphates(including alums)and persulphates
283324,Sulphates of nickel,52319,Other sulphates(including alums)and persulphates
283325,Sulphates of copper,52319,Other sulphates(including alums)and persulphates
283326,Sulphates of zinc,52319,Other sulphates(including alums)and persulphates
283327,Sulphates of barium,52319,Other sulphates(including alums)and persulphates
283329,"Other sulphates, nes",52319,Other sulphates(including alums)and persulphates
283330,Alums,52319,Other sulphates(including alums)and persulphates
283340,Peroxosulphates (persulphates),52319,Other sulphates(including alums)and persulphates
283410,Nitrites,52321,Nitrites and nitrates
283421,Nitrates of potassium,52321,Nitrites and nitrates
283422,Nitrates of bismuth,52321,Nitrites and nitrates
283429,Nitrates of barium; of beryllium; of cadmium; o,52321,Nitrites and nitrates
283510,Phosphinates and phosphonates,52322,"Phosphites,hypophosphites and phosphates"
283521,Phosphates of triammonium,52322,"Phosphites,hypophosphites and phosphates"
283522,Phosphates of mono or disodium,52322,"Phosphites,hypophosphites and phosphates"
283523,Phosphates of trisodium,52322,"Phosphites,hypophosphites and phosphates"
283524,Phosphates of potassium,52322,"Phosphites,hypophosphites and phosphates"
283525,Calcium hydrogenorthophosphate (dicalcium phosp,52322,"Phosphites,hypophosphites and phosphates"
283526,"Phosphates of calcium, nes",52322,"Phosphites,hypophosphites and phosphates"
283529,Phosphates (excl. polyphosphates),52322,"Phosphites,hypophosphites and phosphates"
283531,Sodium triphosphate (sodium tripolyphosphates),52322,"Phosphites,hypophosphites and phosphates"
283539,"Polyphosphates, nes",52322,"Phosphites,hypophosphites and phosphates"
283610,Commercial ammonium carbonate and other ammoniu,52324,Carbonates and percarbonates
283620,Disodium carbonate,52323,Neutral sodium carbonate
283630,Sodium hydrogencarbonate (sodium bicarbonate),52324,Carbonates and percarbonates
283640,Potassium carbonates,52324,Carbonates and percarbonates
283650,Calcium carbonate,52324,Carbonates and percarbonates
283660,Barium carbonate,52324,Carbonates and percarbonates
283670,Lead carbonate,52324,Carbonates and percarbonates
283691,Lithium carbonates,52324,Carbonates and percarbonates
283692,Strontium carbonate,52324,Carbonates and percarbonates
283693,Bismuth carbonate,52324,Carbonates and percarbonates
283699,Other carbonates; peroxocarbonates,52324,Carbonates and percarbonates
283711,Cyanides and cyanide oxides of sodium,52325,Cyanides and complex cyanides
283719,"Cyanides, cyanide oxides (excl. sodium)",52325,Cyanides and complex cyanides
283720,Complex cyanides,52325,Cyanides and complex cyanides
283800,Fulminates; cyanates and thiocyanates,52326,"Fulminates,cyanates and thiocyanates"
283911,Sodium metasilicates,52327,Silicates;commercial sodium & potassium silicates
283919,Silicates of sodium (excl. metasilicates),52327,Silicates;commercial sodium & potassium silicates
283920,Silicates of potassium,52327,Silicates;commercial sodium & potassium silicates
283990,Other silicates (excl. of sodium and potassium),52327,Silicates;commercial sodium & potassium silicates
284011,Anhydrous disodium tetraborate (refined borax),52328,Borates and perborates
284019,"Disodium tetraborate, not anhydrous",52328,Borates and perborates
284020,"Other borates, nes",52328,Borates and perborates
284030,Peroxoborates,52328,Borates and perborates
284110,Aluminates,52331,"Salts of metallic acids (e.g.,chromates etc."
284120,Chromates of zinc or of lead,52331,"Salts of metallic acids (e.g.,chromates etc."
284130,Sodium dichromate,52331,"Salts of metallic acids (e.g.,chromates etc."
284140,Potassium dichromate,52331,"Salts of metallic acids (e.g.,chromates etc."
284150,"Other chromates and dichromates, nes; peroxochr",52331,"Salts of metallic acids (e.g.,chromates etc."
284160,"Manganites, manganates and permanganates",52331,"Salts of metallic acids (e.g.,chromates etc."
284170,Molybdates,52331,"Salts of metallic acids (e.g.,chromates etc."
284180,Tungstates (wolframates),52331,"Salts of metallic acids (e.g.,chromates etc."
284190,Other salts of oxometallic and peroxometallic a,52331,"Salts of metallic acids (e.g.,chromates etc."
284210,Double or complex silicates,52329,"Salts & peroxysalts of inorganic acids,n.e.s."
284290,Other salts of inorganic acids or peroxoacids (,52329,"Salts & peroxysalts of inorganic acids,n.e.s."
284310,Colloidal precious metals,52332,Colloidal precious metals;amalgams of prec.metals
284321,Silver nitrate,52332,Colloidal precious metals;amalgams of prec.metals
284329,Silver compounds (excl. silver nitrate),52332,Colloidal precious metals;amalgams of prec.metals
284330,Gold compounds,52332,Colloidal precious metals;amalgams of prec.metals
284390,"Other compounds, nes, and amalgams of precious",52332,Colloidal precious metals;amalgams of prec.metals
284410,"Natural uranium and its compounds, etc",5241,Fissile chemical elements and isotopes
284420,Enriched uranium and plutonium and their compou,5241,Fissile chemical elements and isotopes
284430,Depleted uranium and thorium and their compound,6880,"Uranium depleted in u235 & thorium,& their alloys"
284440,Radioactive elements/isotopes and their compoun,5241,Fissile chemical elements and isotopes
284450,Spent (irradiated) fuel elements (cartridges) o,5241,Fissile chemical elements and isotopes
284510,Heavy water (deuterium oxide),52491,"Isotopes and their coumpounds,inorganic or organic"
284590,Other isotopes and their inorganic or organic c,52491,"Isotopes and their coumpounds,inorganic or organic"
284610,Cerium compounds,52492,"Compounds,inorganic/organic,of thorium,of uranium"
284690,"Compounds, inorganic or organic, of rare-earth",52492,"Compounds,inorganic/organic,of thorium,of uranium"
284700,Hydrogen peroxide,52391,"Hydrogen peroxide,(incl.solid hydrogen peroxide)"
284810,"Phosphides of copper (phosphor copper), contain",52392,Phosphides
284890,"Phosphides of other metals, nes, or of non-meta",52392,Phosphides
284910,Carbides of calcium,52393,Calcium carbide
284920,Carbides of silicon,52394,"Carbides,other than calcium carbide"
284990,Other carbides (excl. of calcium and silicon),52394,"Carbides,other than calcium carbide"
285000,"Hydrides, nitrides, azides, silicides and borid",52395,"Hydrides,nitrides and azides,silicides and borides"
285100,Other inorganic compounds; liquid air; compress,52399,"Other inorganic compounds,n.e.s.(liquid/comp.air)"
290110,"Acyclic hydrocarbons, saturated",51119,Other acyclic hydrocarbons
290121,Ethylene,51111,Ethylene
290122,Propene (propylene),51112,Propylene
290123,Butene (butylene) and isomers thereof,51113,"Butylenes,butadienes and methylbutadienes"
290124,"Buta-1,3-diene and isoprene",51113,"Butylenes,butadienes and methylbutadienes"
290129,"Unsaturated acyclic hydrocarbons, nes",51119,Other acyclic hydrocarbons
290211,Cyclohexane,51121,Cyclohexane
290219,"Cyclanes, cyclenes and cycloterpenes",51129,Other cyclic hydrocarbons
290220,Benzene,51122,"Benzene,chemically or commercially pure"
290230,Toluene,51123,"Toluene,chemically or commercially pure"
290241,o-Xylene,51124,"Xylenes,chemically or commercially pure"
290242,m-Xylene,51124,"Xylenes,chemically or commercially pure"
290243,p-Xylene,51124,"Xylenes,chemically or commercially pure"
290244,Mixed xylene isomers,51124,"Xylenes,chemically or commercially pure"
290250,Styrene,51125,Styrene
290260,Ethylbenzene,51126,Ethylbenzene
290270,Cumene,51129,Other cyclic hydrocarbons
290290,"Other cyclic hydrocarbons, nes",51129,Other cyclic hydrocarbons
290311,Chloromethane (methyl chloride) and chloroethan,51139,Other halogenated derivatives of hydrocarbons
290312,Dichloromethane (methylene chloride),51139,Other halogenated derivatives of hydrocarbons
290313,Chloroform (trichloromethane),51139,Other halogenated derivatives of hydrocarbons
290314,Carbon tetrachloride,51139,Other halogenated derivatives of hydrocarbons
290315,"1,2-Dichloroethane (ethylene dichloride)",51139,Other halogenated derivatives of hydrocarbons
290316,"1,2-Dichloropropane (propylene dichloride) and",51139,Other halogenated derivatives of hydrocarbons
290319,Saturated chlorinated derivatives of acyclic hy,51139,Other halogenated derivatives of hydrocarbons
290321,Vinyl chloride (chloroethylene),51131,Vinyl chloride (chloroethylene)
290322,Trichloroethylene,51132,Trichloroethylene
290323,Tetrachloroethylene (perchloroethylene),51133,Tetrachloroethylene
290329,Unsaturated chlorinated derivatives of acyclic,51139,Other halogenated derivatives of hydrocarbons
290330,"Fluorinated, brominated or iodinated derivitive",51139,Other halogenated derivatives of hydrocarbons
290340,Halogenated derivatives of acyclic hydrocarbons,51139,Other halogenated derivatives of hydrocarbons
290351,"1,2,3,4,5,6-Hexachlorocyclohexane",51139,Other halogenated derivatives of hydrocarbons
290359,Halogenated derivatives of cyclanic... cycloter,51139,Other halogenated derivatives of hydrocarbons
290361,"Chlorobenzene, o-dichlorobenzene and p-dichloro",51139,Other halogenated derivatives of hydrocarbons
290362,"Hexachlorobenzene and DDT(1,1,1-trichloro-2,2-b",51139,Other halogenated derivatives of hydrocarbons
290369,Halogenated derivatives of aromatic hydrocarbon,51139,Other halogenated derivatives of hydrocarbons
290410,Hydrocarbon derivatives containing only sulpho,5114,Sulphon.nitrat./nitrosat.derivativ.of hydrocarbons
290420,Hydrocarbon derivatives containing only nitro/n,5114,Sulphon.nitrat./nitrosat.derivativ.of hydrocarbons
290490,"Sulphonated, nitrated or nitrosated derivatives",5114,Sulphon.nitrat./nitrosat.derivativ.of hydrocarbons
290511,Methanol (methyl alcohol),51211,Methyl alcohol (methanol)
290512,Propan-1-ol (propyl alcohol) and propan-2-ol (i,51212,Propyl and isopropyl alcohols (propanols)
290513,Butan-1-ol (n-butyl alcohol),51213,Butyl alcohols (butanols)
290514,"Other butanols, nes",51213,Butyl alcohols (butanols)
290515,Pentanol (amyl alcohol) and isomers thereof,51219,Other acyclic alcohols & halogenated derivatives
290516,Octanol (octyl alcohol) and isomers thereof,51214,Octyl alcohols (octanols)
290517,"Dodecan-1-ol, hexadecan-1-ol and octadecan-1-ol",51219,Other acyclic alcohols & halogenated derivatives
290519,"Saturated monohydric alcohols, nes",51219,Other acyclic alcohols & halogenated derivatives
290521,Allyl alcohol,51219,Other acyclic alcohols & halogenated derivatives
290522,Acyclic terpene alcohols,51219,Other acyclic alcohols & halogenated derivatives
290529,"Unsaturated monohydric alcohols, nes",51219,Other acyclic alcohols & halogenated derivatives
290531,Ethylene glycol (ethanediol),51215,Ethylene glycol (ethanediol)
290532,"Propylene glycol (propane-1,2-diol)",51219,Other acyclic alcohols & halogenated derivatives
290539,"Other diols, nes",51219,Other acyclic alcohols & halogenated derivatives
290541,"2-Ethyl-2-(hydroxymethyl)propane-1,3-diol (trim",51219,Other acyclic alcohols & halogenated derivatives
290542,Pentaerythritol,51219,Other acyclic alcohols & halogenated derivatives
290543,Mannitol,51219,Other acyclic alcohols & halogenated derivatives
290544,D-glucitol (sorbitol),51219,Other acyclic alcohols & halogenated derivatives
290549,"Other polyhydric alcohols, nes",51219,Other acyclic alcohols & halogenated derivatives
290550,Halogenated... or nitrosated derivatives of acy,51219,Other acyclic alcohols & halogenated derivatives
290611,Menthol,5122,Cyclic.alcohols & their halogenated derivatives
290612,"Cyclohexanol, methylcyclohexanols and dimethylc",5122,Cyclic.alcohols & their halogenated derivatives
290613,Sterols and inositols,5122,Cyclic.alcohols & their halogenated derivatives
290614,Terpineols,5122,Cyclic.alcohols & their halogenated derivatives
290619,"Cyclanic, cyclenic or cycloterpenic alcohols an",5122,Cyclic.alcohols & their halogenated derivatives
290621,Benzyl alcohol,5122,Cyclic.alcohols & their halogenated derivatives
290629,"Aromatic alcohols and their derivatives, nes",5122,Cyclic.alcohols & their halogenated derivatives
290711,Phenol (hydroxybenzene) and its salts,51234,"Phenol(hydroxybenzene),chemically pure,& its salts"
290712,Cresols and their salts,51235,"Cresols,n.e.s,and their salts"
290713,"Octylphenol, nonylphenol and their isomers; sal",51236,Other phenols and phenol-alcohols
290714,Xylenols and their salts,51236,Other phenols and phenol-alcohols
290715,Naphthols and their salts,51236,Other phenols and phenol-alcohols
290719,"Other monophenols, nes",51236,Other phenols and phenol-alcohols
290721,Resorcinol and its salts,51236,Other phenols and phenol-alcohols
290722,Hydroquinone (quinol) and its salts,51236,Other phenols and phenol-alcohols
290723,"4,4-Isopropylidenediphenol (bisphenol A, diphen",51236,Other phenols and phenol-alcohols
290729,"Other polyphenols, nes",51236,Other phenols and phenol-alcohols
290730,Phenol-alcohols,51236,Other phenols and phenol-alcohols
290810,Phenol or phenol-alcohol derivatives containing,51237,"Halogenated,sulphonated,etc.derivatives of phenol"
290820,Phenol or phenol-alcohol derivatives containing,51237,"Halogenated,sulphonated,etc.derivatives of phenol"
290890,Other halogenated... or nitrosated derivatives,51237,"Halogenated,sulphonated,etc.derivatives of phenol"
290911,Diethyl ether,51611,"Ethers,ether-alcohols,ether-phenols etc."
290919,Other acyclic ethers and their halogenated... d,51611,"Ethers,ether-alcohols,ether-phenols etc."
290920,"Cyclanic, cyclenic... ethers and their halogena",51611,"Ethers,ether-alcohols,ether-phenols etc."
290930,Aromatic ethers and their halogenated... deriva,51611,"Ethers,ether-alcohols,ether-phenols etc."
290941,"2,2-Oxydiethanol (diethylene glycol, digol)",51611,"Ethers,ether-alcohols,ether-phenols etc."
290942,Monomethyl ethers of ethylene glycol or of diet,51611,"Ethers,ether-alcohols,ether-phenols etc."
290943,Monobutyl ethers of ethylene glycol or of dieth,51611,"Ethers,ether-alcohols,ether-phenols etc."
290944,Other monoalkylethers of ethylene glycol or of,51611,"Ethers,ether-alcohols,ether-phenols etc."
290949,Other acyclic ether-alcohols and their halogena,51611,"Ethers,ether-alcohols,ether-phenols etc."
290950,"Ether-phenols, ether-alcohol-phenols and haloge",51611,"Ethers,ether-alcohols,ether-phenols etc."
290960,"Alcohol, ether and ketone peroxides and their..",51611,"Ethers,ether-alcohols,ether-phenols etc."
291010,Oxirane (ethylene oxide),51613,Ethylene oxide (oxirane)
291020,Methyloxirane (propylene oxide),51614,Propylene oxide
291030,"1-Chloro-2,3-epoxypropane (epichlorohydrin)",51619,"Other epoxides,epoxyalcohols,epoxyphenols,etc."
291090,Epoxides... with a three-membered ring and deri,51619,"Other epoxides,epoxyalcohols,epoxyphenols,etc."
291100,Acetals and hemiacetals and their halogenated..,51612,"Acetals,hemiacetals & single/complex oxygen-funct."
291211,Methanal (formaldehyde),51621,"Aldehydes,aldehyde-alcohols,aldehyde-phenols,etc"
291212,Ethanal (acetaldehyde),51621,"Aldehydes,aldehyde-alcohols,aldehyde-phenols,etc"
291213,"Butanal (butyaldehyde, normal isomer)",51621,"Aldehydes,aldehyde-alcohols,aldehyde-phenols,etc"
291219,"Other acyclic aldehydes, without oxygen functio",51621,"Aldehydes,aldehyde-alcohols,aldehyde-phenols,etc"
291221,Benzaldehyde,51621,"Aldehydes,aldehyde-alcohols,aldehyde-phenols,etc"
291229,"Other cyclic aldehydes, without oxygen function",51621,"Aldehydes,aldehyde-alcohols,aldehyde-phenols,etc"
291230,Aldehyde-alcohols,51621,"Aldehydes,aldehyde-alcohols,aldehyde-phenols,etc"
291241,Vanillin (4-hydroxy-3-methoxybenzaldehyde),51621,"Aldehydes,aldehyde-alcohols,aldehyde-phenols,etc"
291242,Ethylvanillin (3-ethoxy-4-methoxybenzaldehyde),51621,"Aldehydes,aldehyde-alcohols,aldehyde-phenols,etc"
291249,"Aldehyde-ethers, aldehyde-phenols, aldehydes, w",51621,"Aldehydes,aldehyde-alcohols,aldehyde-phenols,etc"
291250,Cyclic polymers of aldehydes,51621,"Aldehydes,aldehyde-alcohols,aldehyde-phenols,etc"
291260,Paraformaldehyde,51621,"Aldehydes,aldehyde-alcohols,aldehyde-phenols,etc"
291300,"Halogenated, sulphonated, nitrated or nitrosate",51622,"Halogenated,sulphonat.nitrat./nitrosat.derivatives"
291411,Acetone,51623,Acetone
291412,Butanone (methyl ethyl ketone),51624,Ethyl methyl ketone
291413,4-Methylpentan-2-one (methyl isobutyl ketone),51629,"Other ketones,ketone-alcohols,ketone-phenols,etc."
291419,"Other acyclic ketones, without oxygen function,",51629,"Other ketones,ketone-alcohols,ketone-phenols,etc."
291421,Camphor,51629,"Other ketones,ketone-alcohols,ketone-phenols,etc."
291422,Cyclohexanone and methylcyclohexanones,51629,"Other ketones,ketone-alcohols,ketone-phenols,etc."
291423,Ionones and methylionones,51629,"Other ketones,ketone-alcohols,ketone-phenols,etc."
291429,"Cyclanic, cyclenic or cycloterpenic ketones wit",51629,"Other ketones,ketone-alcohols,ketone-phenols,etc."
291430,Aromatic ketones without oxygen function,51629,"Other ketones,ketone-alcohols,ketone-phenols,etc."
291441,4-Hydroxy-4-methylpentan-2-one (diacetone alcoh,51629,"Other ketones,ketone-alcohols,ketone-phenols,etc."
291449,Ketone-alcohols and ketone-aldehydes (excl. dia,51629,"Other ketones,ketone-alcohols,ketone-phenols,etc."
291450,Ketone-phenols and ketones with oxygen function,51629,"Other ketones,ketone-alcohols,ketone-phenols,etc."
291461,Anthraquinone,51629,"Other ketones,ketone-alcohols,ketone-phenols,etc."
291469,Quinones (excl. anthraquinone),51629,"Other ketones,ketone-alcohols,ketone-phenols,etc."
291470,Halogenated... or nitrosated derivatives of ket,51629,"Other ketones,ketone-alcohols,ketone-phenols,etc."
291511,Formic acid,51379,"Other monocarboxylic acids,& anhydrides,etc."
291512,Salts of formic acid,51379,"Other monocarboxylic acids,& anhydrides,etc."
291513,Esters of formic acid,51379,"Other monocarboxylic acids,& anhydrides,etc."
291521,Acetic acid,51371,Acetic acid and its salts
291522,Sodium acetate,51371,Acetic acid and its salts
