HS 1988/92 Product Code,HS 1988/92 Product Description,SITC Revision 3 Product Code,SITC Revision 3 Product Description
283620,Disodium carbonate,52372,Neutral sodium carbonate
283630,Sodium hydrogencarbonate (sodium bicarbonate),52373,Sodium bicarbonate
283640,Potassium carbonates,52374,Potassium carbonates
283650,Calcium carbonate,52379,Carbonates of metals nes
283660,Barium carbonate,52379,Carbonates of metals nes
283670,Lead carbonate,52375,Lead carbonates
283691,Lithium carbonates,52379,Carbonates of metals nes
283692,Strontium carbonate,52379,Carbonates of metals nes
283693,Bismuth carbonate,52379,Carbonates of metals nes
283699,Other carbonates; peroxocarbonates,52379,Carbonates of metals nes
283711,Cyanides and cyanide oxides of sodium,52381,Cyanides of metals
283719,"Cyanides, cyanide oxides (excl. sodium)",52381,Cyanides of metals
283720,Complex cyanides,52381,Cyanides of metals
283800,Fulminates; cyanates and thiocyanates,52382,Fulminates/cyanates metl
283911,Sodium metasilicates,52383,Silicates of metals
283919,Silicates of sodium (excl. metasilicates),52383,Silicates of metals
283920,Silicates of potassium,52383,Silicates of metals
283990,Other silicates (excl. of sodium and potassium),52383,Silicates of metals
284011,Anhydrous disodium tetraborate (refined borax),52384,Borates/etc of metals
284019,"Disodium tetraborate, not anhydrous",52384,Borates/etc of metals
284020,"Other borates, nes",52384,Borates/etc of metals
284030,Peroxoborates,52384,Borates/etc of metals
284110,Aluminates,52431,Salts of metallic acids
284120,Chromates of zinc or of lead,52431,Salts of metallic acids
284130,Sodium dichromate,52431,Salts of metallic acids
284140,Potassium dichromate,52431,Salts of metallic acids
284150,"Other chromates and dichromates, nes; peroxochr",52431,Salts of metallic acids
284160,"Manganites, manganates and permanganates",52431,Salts of metallic acids
284170,Molybdates,52431,Salts of metallic acids
284180,Tungstates (wolframates),52431,Salts of metallic acids
284190,Other salts of oxometallic and peroxometallic a,52431,Salts of metallic acids
284210,Double or complex silicates,52389,Metal salts inorg ac nes
284290,Other salts of inorganic acids or peroxoacids (,52389,Metal salts inorg ac nes
284310,Colloidal precious metals,52432,Precious metal cmpds et
284321,Silver nitrate,52432,Precious metal cmpds et
284329,Silver compounds (excl. silver nitrate),52432,Precious metal cmpds et
284330,Gold compounds,52432,Precious metal cmpds et
284390,"Other compounds, nes, and amalgams of precious",52432,Precious metal cmpds et
284410,"Natural uranium and its compounds, etc",52511,Nat uranium/alloy/cmpnds
284420,Enriched uranium and plutonium and their compou,52513,Enrich uranium/alloy/cmp
284430,Depleted uranium and thorium and their compound,52515,Thorium/depl uran/cmpnds
284440,Radioactive elements/isotopes and their compoun,52519,Radioactive elem/cpd nes
284450,Spent (irradiated) fuel elements (cartridges) o,52517,Spent nucl fuel elements
284510,Heavy water (deuterium oxide),52591,Stable isotopes/compound
284590,Other isotopes and their inorganic or organic c,52591,Stable isotopes/compound
284610,Cerium compounds,52595,Rare earth isotop/cmpds
284690,"Compounds, inorganic or organic, of rare-earth",52595,Rare earth isotop/cmpds
284700,Hydrogen peroxide,52491,Hydrogen peroxide
284810,"Phosphides of copper (phosphor copper), contain",52492,Phosphides of metals
284890,"Phosphides of other metals, nes, or of non-meta",52492,Phosphides of metals
284910,Carbides of calcium,52493,Calcium carbide
284920,Carbides of silicon,52494,Carbides of metals nes
284990,Other carbides (excl. of calcium and silicon),52494,Carbides of metals nes
285000,"Hydrides, nitrides, azides, silicides and borid",52495,Hydrides/nitrides metals
285100,Other inorganic compounds; liquid air; compress,52499,Other inorg cmpounds nes
290110,"Acyclic hydrocarbons, saturated",51114,Saturated acyclic hcs
290121,Ethylene,51111,Ethylene
290122,Propene (propylene),51112,Propylene (propene)
290123,Butene (butylene) and isomers thereof,51113,Butylenes/butadienes etc
290124,"Buta-1,3-diene and isoprene",51113,Butylenes/butadienes etc
290129,"Unsaturated acyclic hydrocarbons, nes",51119,Acyclic hydrocarbons nes
290211,Cyclohexane,51121,Cyclohexane
290219,"Cyclanes, cyclenes and cycloterpenes",51129,Cyclic hydrocarbons nes
290220,Benzene,51122,Benzene
290230,Toluene,51123,Toluene
290241,o-Xylene,51124,Xylenes
290242,m-Xylene,51124,Xylenes
290243,p-Xylene,51124,Xylenes
290244,Mixed xylene isomers,51124,Xylenes
290250,Styrene,51125,Styrene
290260,Ethylbenzene,51126,Ethylbenzene
290270,Cumene,51127,Cumene
290290,"Other cyclic hydrocarbons, nes",51129,Cyclic hydrocarbons nes
290311,Chloromethane (methyl chloride) and chloroethan,51136,Oth sat chlor der ac hc
290312,Dichloromethane (methylene chloride),51136,Oth sat chlor der ac hc
290313,Chloroform (trichloromethane),51136,Oth sat chlor der ac hc
290314,Carbon tetrachloride,51136,Oth sat chlor der ac hc
290315,"1,2-Dichloroethane (ethylene dichloride)",51135,Ethylene dichloride
290316,"1,2-Dichloropropane (propylene dichloride) and",51136,Oth sat chlor der ac hc
290319,Saturated chlorinated derivatives of acyclic hy,51136,Oth sat chlor der ac hc
290321,Vinyl chloride (chloroethylene),51131,Vinyl chloride
290322,Trichloroethylene,51132,Trichloroethylene
290323,Tetrachloroethylene (perchloroethylene),51133,Tetrachloroethylene
290329,Unsaturated chlorinated derivatives of acyclic,51134,Oth unsat chlor derivs
290330,"Fluorinated, brominated or iodinated derivitive",51137,Fl/br/i derivs acycl hc
290340,Halogenated derivatives of acyclic hydrocarbons,51138,Multi-halog derivs ac hc
290351,"1,2,3,4,5,6-Hexachlorocyclohexane",51139,Halog derivs of hc nes
290359,Halogenated derivatives of cyclanic... cycloter,51139,Halog derivs of hc nes
290361,"Chlorobenzene, o-dichlorobenzene and p-dichloro",51139,Halog derivs of hc nes
290362,"Hexachlorobenzene and DDT(1,1,1-trichloro-2,2-b",51139,Halog derivs of hc nes
290369,Halogenated derivatives of aromatic hydrocarbon,51139,Halog derivs of hc nes
290410,Hydrocarbon derivatives containing only sulpho,5114,Sulphon/nitrat/nitros hc
290420,Hydrocarbon derivatives containing only nitro/n,5114,Sulphon/nitrat/nitros hc
290490,"Sulphonated, nitrated or nitrosated derivatives",5114,Sulphon/nitrat/nitros hc
290511,Methanol (methyl alcohol),51211,Methyl alcohol(methanol)
290512,Propan-1-ol (propyl alcohol) and propan-2-ol (i,51212,Propanols
290513,Butan-1-ol (n-butyl alcohol),51213,Butyl alcohols(butanols)
290514,"Other butanols, nes",51213,Butyl alcohols(butanols)
290515,Pentanol (amyl alcohol) and isomers thereof,51219,Other monohydric alcohol
290516,Octanol (octyl alcohol) and isomers thereof,51214,Octyl alcohols(octanols)
290517,"Dodecan-1-ol, hexadecan-1-ol and octadecan-1-ol",51219,Other monohydric alcohol
290519,"Saturated monohydric alcohols, nes",51219,Other monohydric alcohol
290521,Allyl alcohol,51219,Other monohydric alcohol
290522,Acyclic terpene alcohols,51219,Other monohydric alcohol
290529,"Unsaturated monohydric alcohols, nes",51219,Other monohydric alcohol
290531,Ethylene glycol (ethanediol),51221,Ethylene glycol
290532,"Propylene glycol (propane-1,2-diol)",51229,Acyclic alcohols nes
290539,"Other diols, nes",51229,Acyclic alcohols nes
290541,"2-Ethyl-2-(hydroxymethyl)propane-1,3-diol (trim",51229,Acyclic alcohols nes
290542,Pentaerythritol,51223,Pentaerythritol
290543,Mannitol,51224,Mannitol
290544,D-glucitol (sorbitol),51225,Sorbitol (d-glucitol)
290549,"Other polyhydric alcohols, nes",51229,Acyclic alcohols nes
290550,Halogenated... or nitrosated derivatives of acy,51229,Acyclic alcohols nes
290611,Menthol,51231,Cyclanic etc alc/derivs
290612,"Cyclohexanol, methylcyclohexanols and dimethylc",51231,Cyclanic etc alc/derivs
290613,Sterols and inositols,51231,Cyclanic etc alc/derivs
290614,Terpineols,51231,Cyclanic etc alc/derivs
290619,"Cyclanic, cyclenic or cycloterpenic alcohols an",51231,Cyclanic etc alc/derivs
290621,Benzyl alcohol,51235,Arom cyc alcohols/derivs
290629,"Aromatic alcohols and their derivatives, nes",51235,Arom cyc alcohols/derivs
290711,Phenol (hydroxybenzene) and its salts,51241,"Phenol pure,its salts"
290712,Cresols and their salts,51242,Cresols nes/their salts
290713,"Octylphenol, nonylphenol and their isomers; sal",51243,Oth phenols/phenol-alco
290714,Xylenols and their salts,51243,Oth phenols/phenol-alco
290715,Naphthols and their salts,51243,Oth phenols/phenol-alco
290719,"Other monophenols, nes",51243,Oth phenols/phenol-alco
290721,Resorcinol and its salts,51243,Oth phenols/phenol-alco
290722,Hydroquinone (quinol) and its salts,51243,Oth phenols/phenol-alco
290723,"4,4-Isopropylidenediphenol (bisphenol A, diphen",51243,Oth phenols/phenol-alco
290729,"Other polyphenols, nes",51243,Oth phenols/phenol-alco
290730,Phenol-alcohols,51243,Oth phenols/phenol-alco
290810,Phenol or phenol-alcohol derivatives containing,51244,Derivatvs of phenol etc
290820,Phenol or phenol-alcohol derivatives containing,51244,Derivatvs of phenol etc
290890,Other halogenated... or nitrosated derivatives,51244,Derivatvs of phenol etc
290911,Diethyl ether,51616,Aromatic etc ethers/driv
290919,Other acyclic ethers and their halogenated... d,51616,Aromatic etc ethers/driv
290920,"Cyclanic, cyclenic... ethers and their halogena",51616,Aromatic etc ethers/driv
290930,Aromatic ethers and their halogenated... deriva,51616,Aromatic etc ethers/driv
290941,"2,2-Oxydiethanol (diethylene glycol, digol)",51617,Ether-alcohol/etc/deriv
290942,Monomethyl ethers of ethylene glycol or of diet,51617,Ether-alcohol/etc/deriv
290943,Monobutyl ethers of ethylene glycol or of dieth,51617,Ether-alcohol/etc/deriv
290944,Other monoalkylethers of ethylene glycol or of,51617,Ether-alcohol/etc/deriv
290949,Other acyclic ether-alcohols and their halogena,51617,Ether-alcohol/etc/deriv
290950,"Ether-phenols, ether-alcohol-phenols and haloge",51617,Ether-alcohol/etc/deriv
290960,"Alcohol, ether and ketone peroxides and their..",51617,Ether-alcohol/etc/deriv
291010,Oxirane (ethylene oxide),51613,Ethylene oxide(oxirane)
291020,Methyloxirane (propylene oxide),51614,Propylene oxide
291030,"1-Chloro-2,3-epoxypropane (epichlorohydrin)",51615,Other epoxides/derivs
291090,Epoxides... with a three-membered ring and deri,51615,Other epoxides/derivs
291100,Acetals and hemiacetals and their halogenated..,51612,Acetals/hemiacetals/derv
291211,Methanal (formaldehyde),51621,Acyclic non-oxy f aldeh.
291212,Ethanal (acetaldehyde),51621,Acyclic non-oxy f aldeh.
291213,"Butanal (butyaldehyde, normal isomer)",51621,Acyclic non-oxy f aldeh.
291219,"Other acyclic aldehydes, without oxygen functio",51621,Acyclic non-oxy f aldeh.
291221,Benzaldehyde,51622,Oth aldehydes/polymers
291229,"Other cyclic aldehydes, without oxygen function",51622,Oth aldehydes/polymers
291230,Aldehyde-alcohols,51622,Oth aldehydes/polymers
291241,Vanillin (4-hydroxy-3-methoxybenzaldehyde),51622,Oth aldehydes/polymers
291242,Ethylvanillin (3-ethoxy-4-methoxybenzaldehyde),51622,Oth aldehydes/polymers
291249,"Aldehyde-ethers, aldehyde-phenols, aldehydes, w",51622,Oth aldehydes/polymers
291250,Cyclic polymers of aldehydes,51622,Oth aldehydes/polymers
291260,Paraformaldehyde,51622,Oth aldehydes/polymers
291300,"Halogenated, sulphonated, nitrated or nitrosate",51626,Aldehyde derivatives nes
291411,Acetone,51623,Acetone
291412,Butanone (methyl ethyl ketone),51624,Ethyl methyl ketone
291413,4-Methylpentan-2-one (methyl isobutyl ketone),51625,Oth acyclic ket non-o fn
291419,"Other acyclic ketones, without oxygen function,",51625,Oth acyclic ket non-o fn
291421,Camphor,51627,Camphor
291422,Cyclohexanone and methylcyclohexanones,51628,Oth cycl non-o-f ketones
291423,Ionones and methylionones,51628,Oth cycl non-o-f ketones
291429,"Cyclanic, cyclenic or cycloterpenic ketones wit",51628,Oth cycl non-o-f ketones
291430,Aromatic ketones without oxygen function,51629,Aromatic etc ketones
291441,4-Hydroxy-4-methylpentan-2-one (diacetone alcoh,51629,Aromatic etc ketones
291449,Ketone-alcohols and ketone-aldehydes (excl. dia,51629,Aromatic etc ketones
291450,Ketone-phenols and ketones with oxygen function,51629,Aromatic etc ketones
291461,Anthraquinone,51629,Aromatic etc ketones
291469,Quinones (excl. anthraquinone),51629,Aromatic etc ketones
291470,Halogenated... or nitrosated derivatives of ket,51629,Aromatic etc ketones
291511,Formic acid,51374,Formic acid/salts/esters
291512,Salts of formic acid,51374,Formic acid/salts/esters
291513,Esters of formic acid,51374,Formic acid/salts/esters
291521,Acetic acid,51371,Acetic acid/acetates
291522,Sodium acetate,51371,Acetic acid/acetates
291523,Cobalt acetates,51371,Acetic acid/acetates
291524,Acetic anhydride,51377,Sat acyc monocarb ac etc
291529,Salts of acetic acid (excl. of sodium and cobal,51371,Acetic acid/acetates
291531,Ethyl acetate,51372,Esters of acetic acid
291532,Vinyl acetate,51372,Esters of acetic acid
291533,n-Butyl acetate,51372,Esters of acetic acid
291534,Isobutyl acetate,51372,Esters of acetic acid
291535,2-Ethoxyethyl acetate,51372,Esters of acetic acid
291539,"Other esters of acetic acids, nes",51372,Esters of acetic acid
291540,"Mono-, di- or trichloroacetic acids, their salt",51377,Sat acyc monocarb ac etc
291550,"Propionic acid, its salts and esters",51377,Sat acyc monocarb ac etc
291560,"Butyric acids, valeric acids, their salts and e",51375,Butyric/valeric acid/der
291570,"Palmitic acid, stearic acid, their salts and es",51376,Palmitic/stearic acid/de
291590,Saturated acyclic monocarboxylic acids and thei,51377,Sat acyc monocarb ac etc
291611,Acrylic acid and its salts,51379,Unsat acycl monocarb etc
291612,Esters of acrylic acid,51379,Unsat acycl monocarb etc
291613,Methacrylic acid and its salts,51373,Methacrylic acid/derivs
291614,Esters of methacrylic acid,51373,Methacrylic acid/derivs
291615,"Oleic, linoleic or linolenic acids, their salts",51378,Oleic/linoleic acid etc
291619,Unsaturated acyclic monocarboxylic acids and th,51379,Unsat acycl monocarb etc
291620,"Cyclanic...cycloterpenic monocarboxylic acids,",51379,Unsat acycl monocarb etc
291631,"Benzoic acid, its salts and esters",51379,Unsat acycl monocarb etc
291632,Benzoyl peroxide and benzoyl chloride,51379,Unsat acycl monocarb etc
291633,"Phenylacetic acid, its salts and esters",51379,Unsat acycl monocarb etc
291639,"Aromatic monocarboxylic acids, etc, their... de",51379,Unsat acycl monocarb etc
291711,"Oxalic acid, its salts and esters",51389,Oth polyacids etc/derivs
291712,"Adipic acid, its salts and esters",51389,Oth polyacids etc/derivs
291713,"Azelaic acid, sebacic acid, their salts and est",51389,Oth polyacids etc/derivs
291714,Maleic anhydride,51381,Maleic anhydride
291719,"Acyclic polycarboxylic acids, etc, their... der",51389,Oth polyacids etc/derivs
291720,"Cyclanic... cycloterpenic polycarboxylic acids,",51385,Cyclanic polyacid/derivs
291731,Dibutyl orthophthalates,51389,Oth polyacids etc/derivs
291732,Dioctyl orthophthalates,51383,Dioctyl orthophthalates
291733,Dinonyl or didecyl orthophthalates,51389,Oth polyacids etc/derivs
291734,"Other esters of orthophthalic acid, nes",51389,Oth polyacids etc/derivs
291735,Phthalic anhydride,51382,Phthalic anhydride
291736,Terephthalic acid and its salts,51389,Oth polyacids etc/derivs
291737,Dimethyl terephthalate,51384,Dimethyl terephthalate
291739,"Aromatic polycarboxylic acids, etc, their... de",51389,Oth polyacids etc/derivs
291811,"Lactic acid, its salts and esters",51391,Lactic/tart/citric acid
291812,Tartaric acid,51391,Lactic/tart/citric acid
291813,Salts and esters of tartaric acid,51391,Lactic/tart/citric acid
291814,Citric acid,51391,Lactic/tart/citric acid
291815,Salts and esters of citric acid,51391,Lactic/tart/citric acid
291816,"Gluconic acid, its salts and esters",51392,Alc-func acids/derivs
291817,"Phenylglycolic acid (mandelic acid), its salts",51392,Alc-func acids/derivs
291819,"Carboxylic acids with alcohol function, without",51392,Alc-func acids/derivs
291821,Salicylic acid and its salts,51393,Salacylic acid/derivs
291822,"O-Acetylsalicylic acid, its salts and esters",51393,Salacylic acid/derivs
291823,Other esters of salicylic acid and their salts,51393,Salacylic acid/derivs
291829,"Carboxylic acids with phenol function, without",51394,Phenol-func acids/derivs
291830,"Carboxylic acids with aldehyde, ketone but with",51395,Ket-funct acids/derivs
291890,"Carboxylic acids with oxygen function, etc, the",51396,Oxy-func acids/derivs
291900,"Phosphoric esters, etc (incl. lactophosphates);",51631,Phosphoric esters/salts
292010,Triophosphoric esters (phosphorothioates) their,51639,Oth inorganic esters/etc
292090,Esters of other inorganic acids (excl. of hydro,51639,Oth inorganic esters/etc
292111,"Methylamine, di- or trimethylamine and their sa",51451,Acyclic monoamines/deriv
292112,Diethylamine and its salts,51451,Acyclic monoamines/deriv
292119,"Acylic monoamines and their derivatives, nes; s",51451,Acyclic monoamines/deriv
292121,Ethylenediamine and its salts,51452,Acyclic polyamines/deriv
292122,Hexamethylenediamine and its salts,51452,Acyclic polyamines/deriv
292129,"Acyclic polyamines and their derivatives, nes;",51452,Acyclic polyamines/deriv
292130,Cyclanic...or cycloterpenic mono- or polyamines,51453,Cyclanic amines/derivs
292141,Aniline and its salts,51454,Aromatic monoamine/deriv
292142,Aniline derivatives and their salts,51454,Aromatic monoamine/deriv
292143,Toluidines and derivatives; salts thereof,51454,Aromatic monoamine/deriv
292144,Diphenylamine and its derivatives; salts thereo,51454,Aromatic monoamine/deriv
292145,"1-Naphthylamine, 2-naphthylamine and their deri",51454,Aromatic monoamine/deriv
292149,"Aromatic monoamines and their derivatives, nes;",51454,Aromatic monoamine/deriv
292151,"o-, m-, p-Phenylenediamine, diaminotoluenes, et",51455,Aromatic polyamine/deriv
292159,"Aromatic polyamines and their derivatives, nes;",51455,Aromatic polyamine/deriv
292211,Monoethanolamine and its salts,51461,Amino-alcohols/derivativ
292212,Diethanolamine and its salts,51461,Amino-alcohols/derivativ
292213,Triethanolamine and its salts,51461,Amino-alcohols/derivativ
292219,"Amino-alcohols, their ethers and esters with on",51461,Amino-alcohols/derivativ
292221,Aminohydroxynaphthalenesulphonic acids and thei,51462,Amino-phenols/derivative
292222,"Anisidines, dianisidines, phenetidines, and the",51462,Amino-phenols/derivative
292229,"Amino-naphthols and -phenols, etc... one oxygen",51462,Amino-phenols/derivative
292230,"Amino-aldehydes, ketones quinones, not >1 oxyge",51463,Amino-aldehydes etc.
292241,Lysine and its esters; salts thereof,51464,Lysene/glutamic acid/com
292242,Glutamic acid and its salts,51464,Lysene/glutamic acid/com
292249,"Amino-acids and their esters, not >1 oxygen fun",51465,Amino acid derivativ nes
292250,Amino-alcohol/acid-phenols; amino-compounds wit,51467,Amino-alc-phenols etc.
292310,Choline and its salts,51481,"Quat ammonium salts,etc"
292320,Lecithins and other phosphoaminolipids,51481,"Quat ammonium salts,etc"
292390,"Quaternary ammonium salts and hydroxides, nes",51481,"Quat ammonium salts,etc"
292410,Acyclic amides (incl. acyclic carbamates) and d,51471,Acyclic amides/compounds
292421,Ureines and their derivatives; salts thereof,51473,Ureines/derivs/salts
292429,Cyclic amides (incl. carbamates) and derivative,51479,Cyclic amides nes/derivs
292511,Saccharin and its salts,51482,Carboxyimide/amine f cmp
292519,Imides and their derivatives; salts thereof (ex,51482,Carboxyimide/amine f cmp
292520,Imines and their derivatives; salts thereof,51482,Carboxyimide/amine f cmp
292610,Acrylonitrile,51483,Acrylonitrile
292620,1-Cyanoguanidine (dicyanidiamide),51484,Oth nitrile-fnctn cmpnds
292690,"Nitrile-function compounds, nes",51484,Oth nitrile-fnctn cmpnds
292700,"Diazo-, azo- or azoxy-compounds",51485,"Diazo-,azo-,azoxy-cmpnds"
292800,Organic derivatives of hydrazine or of hydroxyi,51486,Hydrazine etc org derivs
292910,Isocyanates,51489,Nitrogen-fnct cmpnds nes
292990,"Compounds with other nitrogen function, nes",51489,Nitrogen-fnct cmpnds nes
293010,Dithiocarbonates (xanthates),51541,Dithiocarbonates
293020,Thiocarbamates and dithiocarbamates,51542,Thiocarbamates
293030,"Thiuram mono-, di- or tetrasulphides",51543,Thiuram sulphides
293040,Methionine,51544,Methionine
293090,"Other organo-sulphur compounds, nes",51549,Organo-sulphur comp nes
293100,Other organo-inorganic compounds,5155,Oth org-inorg compounds
293211,Tetrahydrofuran,51569,Lactams etc nes
293212,2-Furaldehyde (furfuraldehyde),51569,Lactams etc nes
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,51569,Lactams etc nes
293219,Compounds containing an unfused furan ring in t,51569,Lactams etc nes
293221,"Coumarin, methylcoumarins and ethylcoumarins",51562,Coumarins
293229,"Lactones, nes",51563,Other lactones
293290,Heterocyclic compounds with oxygen hetero-atom(,51569,Lactams etc nes
293311,Phenazone (antipyrin) and its derivatives,51571,N-atom pyrazole ring cmp
293319,Compounds containing an unfused pyrazole ring i,51571,N-atom pyrazole ring cmp
293321,Hydantoin and its derivatives,51572,Hydantoin/derivatives
293329,Compounds containing an unfused imidazole ring,51573,Unf imidazole ring cmpds
293331,Pyridine and its salts,51574,Unf pyridime ring cmpds
293339,Compounds containing an unfused pyridine ring i,51574,Unf pyridime ring cmpds
293340,Compounds with quinoline or isoquinoline ring-s,51575,Quinoline ring compounds
293351,Malonylurea (barbituric acid) and its derivativ,51576,Pyrimidine ring compound
293359,Compounds with pyrimidine or piperazine ring; n,51576,Pyrimidine ring compound
293361,Melamine,51576,Pyrimidine ring compound
293369,Compounds containing an unfused triazine ring i,51576,Pyrimidine ring compound
293371,6-Hexanelactam (epsilon-caprolactam),51561,Lactams
293379,Lactams (excl. epsilon-caprolactam),51561,Lactams
293390,Heterocyclic compounds with nitrogen hetero-ato,51577,N-hetero atom cmpds nes
293410,Compounds containing an unfused thiazole ring i,51579,Oth heterocyc cmpds nes
293420,Compounds containing a benzothiazole ring-syste,51579,Oth heterocyc cmpds nes
293430,Compounds containing a phenothiazine ring-syste,51578,Phenothiazine ring cmpds
293490,"Other heterocyclic compounds, nes",51579,Oth heterocyc cmpds nes
293500,Sulphonamides,5158,Sulphonamides
293610,"Provitamins, unmixed",54111,"Provitamins, unmixed"
293621,"Vitamins A and their derivatives, unmixed",54112,Vitamin a/derivatives
293622,"Vitamin B1 and its derivatives, unmixed",54113,Vitamin b/derivatives
293623,"Vitamin B2 and its derivatives, unmixed",54113,Vitamin b/derivatives
293624,D- or DL- Pantothenic acid (Vitamin B3 or B5) a,54113,Vitamin b/derivatives
293625,"Vitamin B6 and its derivatives, unmixed",54113,Vitamin b/derivatives
293626,"Vitamin B12 and its derivatives, unmixed",54113,Vitamin b/derivatives
293627,"Vitamin C and its derivatives, unmixed",54114,Vitamin c/derivatives
293628,"Vitamin E and its derivatives, unmixed",54115,Vitamin e/derivatives
293629,"Other vitamins and their derivatives, unmixed,",54116,Vitamins unmixed nes
293690,"Other vitamines (incl. natural concentrates), n",54117,Provitamin/vitamin mixt.
293710,"Pituitary (anterior) or similar hormones, and t",54152,Pituitary/etc hormone/de
293721,"Cortisone, hydrocortisone... and predisolone (d",54153,Cortisone/derivatives
293722,Halogenated derivatives of adrenal cortical hor,54153,Cortisone/derivatives
293729,Adrenal cortical hormones and their derivatives,54153,Cortisone/derivatives
293791,Insulin and its salts,54151,Insulin and its salts
293792,Oestrogens and progestogens,54159,Othr hormones/derivs/etc
293799,"Other hormones and derivatives, nes; other ster",54159,Othr hormones/derivs/etc
293810,Rutoside (rutin) and its derivatives,54161,Glycosides and derivativ
293890,"Glycosides and their salts, ethers, esters and",54161,Glycosides and derivativ
293910,Alkaloids of opium and their derivatives; salts,54141,Opium alkaoids/derivs
293921,Quinine and its salts,54142,Cinchona alkaloids/deriv
293929,Other alkaloids of cinchona and their derivativ,54142,Cinchona alkaloids/deriv
293930,Caffeine and its salts,54143,Caffeine and its salts
293940,Ephedrines and their salts,54144,Ephedrines/salts
293950,Theophylline and aminophylline and derivatives,54145,Theophylline etc/derivs
293960,Alkaloids of rye ergot and their derivatives; s,54146,Rye ergot alkaloids/driv
293970,Nicotine and its salts,54147,Nicotine and its salts
293990,"Other vegetable alkaloids and their salts, etc;",54149,Veg alkaloids nes/salts
294000,"Sugars, pure (excl. glucose, etc); sugar ethers",51692,"Sugars,chem pure etc,nes"
294110,Penicillins and derivatives with a penicillanic,54131,Penicillins and derivs
294120,Streptomycins and their derivatives; salts ther,54132,Streptomycins and derivs
294130,Tetracyclines and their derivatives; salts ther,54133,Tetracyclines and derivs
294140,Chloramphenicol and its derivatives; salts ther,54139,Other antibiotics(bulk)
294150,Erythromycin and its derivatives; salts thereof,54139,Other antibiotics(bulk)
294190,"Other antibiotics, nes",54139,Other antibiotics(bulk)
294200,"Other organic compounds, nes",51699,Other organic compounds
300110,"Glands and other organs, dried",54162,Glands etc and extracts
300120,Extracts of glands or other organs or of their,54162,Glands etc and extracts
300190,"Substances of human or animal origin, for proph",54162,Glands etc and extracts
300210,Antisera and other blood fractions,54163,Antisera/bld fra/vaccine
300220,Vaccines for human medicine,54163,Antisera/bld fra/vaccine
300231,Vaccines against foot-and-mouth disease,54163,Antisera/bld fra/vaccine
300239,Other vaccines for veterinary medicine (excl. f,54163,Antisera/bld fra/vaccine
300290,Human and animal blood; microbial cultures; tox,54164,Blood/toxin/cultures etc
300310,Medicaments of penicillins... or streptomycins.,54211,Penicillin non-retail
300320,"Medicaments of other antibiotics, not for retai",54212,Antibiotic nes nonretail
300331,"Medicaments of insulin, not for retail sale",54221,"Insulin formulated,bulk"
300339,"Medicaments of other hormones, not for retail s",54222,Other hormone non-retail
300340,Medicaments of alkaloids or derivatives thereof,54231,"Alkaloids, non-retail"
300390,"Other medicaments with >=2 constituents, not fo",54291,Medicaments nes non-ret.
300410,Medicaments of penicillins... or streptomycins.,54213,Penicillin/strept retail
300420,"Medicaments of other antibiotics, for retail sa",54219,Antibiotics nes retail
300431,"Medicaments of insulin, for retail sale",54223,Insulin retail packs
300432,"Medicaments of adrenal cortical hormones, for r",54224,"Hormone-ach, retail pack"
300439,"Medicaments of other hormones, for retail sale,",54229,Hormones nes retail pack
300440,Medicaments of alkaloids or derivatives thereof,54232,"Alkaloids, retail packs"
300450,Other medicaments of vitamins or other products,54292,Vitamin/provitam. retail
300490,"Other medicaments of mixed or unmixed products,",54293,Medicam nes retail packs
300510,"Adhesive dressings..., for medical... purposes",54191,Bandages/plasters/gauze
300590,"Wadding, gauze, etc with pharmaceutical substan",54191,Bandages/plasters/gauze
300610,Materials for surgical sutures; laminaria ; abs,54199,Oth pharmaceutical goods
300620,Blood-grouping reagents,54192,Blood grouping reagents
300630,Opacifying preparations for X-ray examinations;,54193,X-ray opacifiers
300640,Dental cements and other dental fillings; bone,54199,Oth pharmaceutical goods
300650,First-aid boxes and kits,54199,Oth pharmaceutical goods
300660,Chemical contraceptive preparations based on ho,54199,Oth pharmaceutical goods
310100,Animal or vegetable fertilizers,2721,"Animal,veg fertlzr,crude"
310210,Urea,56216,Urea (fertilizer)
310221,Ammonium sulphate,56213,Ammonium sulphate fert.
310229,Double salts and mixtures of ammonium sulphate,56212,Ammonium sulphonitrate f
310230,Ammonium nitrate,56211,Ammonium nitrate fert.
310240,Mixtures of ammonium nitrate with inorganic non,56219,Chem nitrog fertilzr nes
310250,Sodium nitrate,2722,Sodium nitrate fertilizr
310260,Double salts and mixtures of calcium nitrate an,56214,Ammonium-calcium nitrate
310270,Calcium cyanamide,56215,Calcium cyanamide fert.
310280,Mixtures of urea and ammonium nitrate in aqueou,56217,Urea+ammonium nitrat mix
310290,"Mineral or chemical fertilizers, nitrogenous ,",56219,Chem nitrog fertilzr nes
310310,Superphosphates,56222,Superphosphates
310320,Basic slag,56221,Basic slag (thomas slag)
310390,"Mineral or chemical fertilizers, phosphatic, ne",56229,Chem phosph fertilzr nes
310410,"Carnallite, sylvite and other Crude natural pot",2724,Ntrl potassium salts
310420,Potassium chloride,56231,Potassium chloride fert.
310430,Potassium sulphate,56232,Potassium sulphate fert.
310490,"Mineral or chemical fertilizers, potassic, nes",56239,Chem potass fertilzr nes
