HS - Combined  Product Code,HS - Combined  Product Description,SITC Revision 3 Product Code,SITC Revision 3 Product Description
820760,Tools for boring or broaching,69564,Parts to insert in tools
820770,Tools for milling,69564,Parts to insert in tools
820780,Tools for turning,69564,Parts to insert in tools
820790,Other interchangeable tools,69564,Parts to insert in tools
820810,For metal working,69561,Cutting blades for machn
820820,For wood working,69561,Cutting blades for machn
820830,For kitchen appliances or for machines used by the food industry,69561,Cutting blades for machn
820840,"For agricultural, horticultural or forestry machines",69561,Cutting blades for machn
820890,Other,69561,Cutting blades for machn
820900,"Plates, sticks, tips and the like for tools, unmounted, of cermets.",69562,Carbide tool tips etc
821000,"Handoperated mechanical appliances, weighing 10 kg or less, used in the preparation, conditioning or serving of food or drink.",69781,Domstc food appl non-el.
821110,Sets of assorted articles,6968,Knives and blades nes
821191,Table knives having fixed blades,6968,Knives and blades nes
821192,Other knives having fixed blades,6968,Knives and blades nes
821193,Knives having other than fixed blades,6968,Knives and blades nes
821194,Blades,6968,Knives and blades nes
821195,(1996-) Handles of base metal,6968,Knives and blades nes
821210,Razors,69631,Razors non-electric
821220,"Safety razor blades, including razor blade blanks in strips",69635,Safety razor blades
821290,Other parts,69638,Mtl parts non-elec razor
821300,"Scissors, tailors' shears and similar shears, and blades therefor.",6964,Scissors/scissor blades
821410,"Paper knives, letter openers, erasing knives, pencil sharpeners and blades therefor",69651,Paper knife/pencil sharp
821420,Manicure or pedicure sets and instruments (including nail files),69655,Manicure/pedicure sets
821490,Other,69659,Cutlery articles nes
821510,Sets of assorted articles containing at least one article plated with precious metal,69661,Plated table cutlery set
821520,Other sets of assorted articles,69662,Cutlery sets nes
821591,Plated with precious metal,69663,"Cutlery,plated,not sets"
821599,Other,69669,"Cutlery nes, not in sets"
830110,Padlocks,69911,Locks/keys/clasps/parts
830120,Locks of a kind used for motor vehicles,69911,Locks/keys/clasps/parts
830130,Locks of a kind used for furniture,69911,Locks/keys/clasps/parts
830140,Other locks,69911,Locks/keys/clasps/parts
830150,"Clasps and frames with clasps, incorporating locks",69911,Locks/keys/clasps/parts
830160,Parts,69911,Locks/keys/clasps/parts
830170,Keys presented separately,69911,Locks/keys/clasps/parts
830210,Hinges,69913,Hinges - base metal
830220,Castors,69914,Castors - base metal
830230,"Other mountings, fittings and similar articles suitable for motor vehicles",69915,Base mtl vehicle fitment
830241,Suitable for buildings,69916,Base mtl building fitmnt
830242,"Other, suitable for furniture",69917,Base mtl furnit fitment
830249,Other,69919,Base mtl bracket/racks
830250,"Hatracks, hatpegs, brackets and similar fixtures",69919,Base mtl bracket/racks
830260,Automatic door closers,69919,Base mtl bracket/racks
830300,"Armoured or reinforced safes, strongboxes and doors and safe deposit lockers for strongrooms, cash or deed boxes and the like, of base metal.",69912,Base metal safes etc
830400,"Filing cabinets, cardindex cabinets, paper trays, paper rests, pen trays, officestamp stands and similar office or desk equipment, of base metal, other than office furniture of heading 94.03.",89511,Filing cabinet/tray/etc
830510,Fittings for looseleaf binders or files,89512,Bse mtl stationery goods
830520,Staples in strips,89512,Bse mtl stationery goods
830590,"Other, including parts",89512,Bse mtl stationery goods
830610,"Bells, gongs and the like",69952,Base mtl bells non-elec
830621,Plated with precious metal,69782,Metal decor articles
830629,Other,69782,Metal decor articles
830630,"Photograph, picture or similar frames; mirrors",69782,Metal decor articles
830710,Of iron or steel,69951,Base mtl flexible tubing
830790,Of other base metal,69951,Base mtl flexible tubing
830810,"Hooks, eyes and eyelets",69933,Base metal buckles etc
830820,Tubular or bifurcated rivets,69933,Base metal buckles etc
830890,"Other, including parts",69933,Base metal buckles etc
830910,Crown corks,69953,Base mtl stoppers/lids
830990,Other,69953,Base mtl stoppers/lids
831000,"Signplates, nameplates, addressplates and similar plates, numbers, letters and other symbols, of base metal, excluding those of heading 94.05.",69954,Base mtl name etc plate
831110,"Coated electrodes of base metal, for electric arcwelding",69955,Base mtl solder/weld rod
831120,"Cored wire of base metal, for electric arcwelding",69955,Base mtl solder/weld rod
831130,"Coated rods and cored wire, of base metal, for soldering, brazing or welding by flame",69955,Base mtl solder/weld rod
831190,"Other, including parts",69955,Base mtl solder/weld rod
840110,Nuclear reactors,71871,Nuclear reactors
840120,"Machinery and apparatus for isotopic separation, and parts thereof",72847,Isotopic separators
840130,"Fuel elements (cartridges), nonirradiated",71877,Nuclear fuel elements
840140,Parts of nuclear reactors,71878,Nuclear reactor parts
840211,Watertube boilers with a steam production exceeding 45 t per  hour,71111,Steam boilers exc cent-h
840212,Watertube boilers with a steam production not exceeding 45 t  per hour,71111,Steam boilers exc cent-h
840219,"Other vapour generating boilers, including hybrid boilers",71111,Steam boilers exc cent-h
840220,Superheated water boilers,71112,Super-heat water boilers
840290,Parts,71191,Pts nes of boilers 711.1
840310,Boilers,81217,Central heat boilers n-e
840390,Parts,81219,Parts for c-heat boilers
840410,Auxiliary plant for use with boilers of heading 84.02 or 84.03,71121,Aux plant for boilers
840420,Condensers for steam or other vapour power units,71122,Steam condensers
840490,Parts,71192,Pts nes boiler equ 711.2
840510,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers",74171,Water proc gas generator
840590,Parts,74172,Water proc gas gen parts
840610,(1996-) Turbines for marine propulsion,71211,"Steam turbines, marine"
840611,(-1995) Steam and vapour turbines for marine propu,71211,"Steam turbines, marine"
840619,(-1995) Steam and vapour turbines nes,71219,"Steam turbines, other"
840681,(1996-) Of an output exceeding 40 MW,71219,"Steam turbines, other"
840682,(1996-) Of an output not exceeding 40 MW,71219,"Steam turbines, other"
840690,Parts,7128,Stm turbine(712.1)parts
840710,Aircraft engines,71311,Aircraft piston engines
840721,Outboard motors,71331,Outboard motors
840729,Other,71332,Marine spark-ign eng nes
840731,Of a cylinder capacity not exceeding 50 cc,71321,Recip piston engs<1000cc
840732,Of a cylinder capacity exceeding 50 cc but not exceeding   250 cc,71321,Recip piston engs<1000cc
840733,"Of a cylinder capacity exceeding 250 cc but not exceeding 1,000 cc",71321,Recip piston engs<1000cc
840734,"Of a cylinder capacity exceeding 1,000 cc",71322,Recip piston engs>1000cc
840790,Other engines,71381,Spark-ign piston eng nes
840810,Marine propulsion engines,71333,Marine diesel engines
840820,Engines of a kind used for the propulsion of vehicles of Chapter 87,71323,Diesel etc engines
840890,Other engines,71382,Diesel engines nes
840910,For aircraft engines,71319,Pts nes a/c piston engs
840991,Suitable for use solely or principally with sparkignition internal combustion piston engines,71391,Parts nes spark-ign engs
840999,Other,71392,Parts nes diesel engines
841011,"Of a power not exceeding 1,000 kW",71811,Hydr turbine/water wheel
841012,"Of a power exceeding 1,000 kW but not exceeding 10,000 kW",71811,Hydr turbine/water wheel
841013,"Of a power exceeding 10,000 kW",71811,Hydr turbine/water wheel
841090,"Parts, including regulators",71819,Parts nes hydraul turbin
841111,Of a thrust not exceeding 25 kN,71441,Turbo-jets
841112,Of a thrust exceeding 25 kN,71441,Turbo-jets
841121,"Of a power not exceeding 1,100 kW",71481,Turbo-propellers
841122,"Of a power exceeding 1,100 kW",71481,Turbo-propellers
841181,"Of a power not exceeding 5,000 kW",71489,Other gas turbines nes
841182,"Of a power exceeding 5,000 kW",71489,Other gas turbines nes
841191,Of turbojets or turbopropellers,71491,Parts nes turbo-jet/prop
841199,Other,71499,Parts nes gas turbines
841210,Reaction engines other than turbojets,71449,Reaction engines nes
841221,Linear acting (cylinders),71891,Linear hydr power engine
841229,Other,71893,"Other engines,motors nes"
841231,Linear acting (cylinders),71892,Linear pneum.power engin
841239,Other,71893,"Other engines,motors nes"
841280,Other,71893,"Other engines,motors nes"
841290,Parts,71899,Parts nes of engines nes
841311,"Pumps for dispensing fuel or lubricants, of the type used in fillingstations or in garages",74211,Garage-type fuel pumps
841319,Other,74219,Metred liquid pumps nes
841320,"Hand pumps, other than those of subheading 8413.11 or 8413.19",74271,Pumps for liquids nes
841330,"Fuel, lubricating or cooling medium pumps for internal combustion piston engines",7422,Piston eng fuel/wtr pump
841340,Concrete pumps,7423,Concrete pumps
841350,Other reciprocating positive displacement pumps,7424,Reciprocating pumps nes
841360,Other rotary positive displacement pumps,7425,Rotary pumps nes
841370,Other centrifugal pumps,7426,Centrifugal pumps nes
841381,Pumps,74271,Pumps for liquids nes
841382,Liquid elevators,74275,Liquid elevators
841391,Of pumps,74291,Pump parts
841392,Of liquid elevators,74295,Liquid elevator parts
841410,Vacuum pumps,74311,Vacuum pumps
841420,Hand or footoperated air pumps,74313,Hand/foot air pumps
841430,Compressors of a kind used in refrigerating equipment,74315,Refrigerator compressors
841440,Air compressors mounted on a wheeled chassis for towing,74317,Mobile air compressors
841451,"Table, floor, wall, window, ceiling or roof fans, with a selfcontained electric motor of an output not exceeding 125 W",74341,Electric room fans <125w
841459,Other,74343,Electric fans nes
841460,Hoods having a maximum horizontal side not exceeding 120 cm,74345,Fan cooker hoods <120cm
841480,Other,74319,Pumps/etc nes
841490,Parts,7438,Parts for fans/gas pumps
841510,"Window or wall types, selfcontained or  splitsystem",74151,Air-cond window/wall typ
841520,"(1996-) Of a kind used for persons, in motor vehicles",74155,Air-conditioners nes
841581,Incorporating a refrigerating unit and a valve for reversal of  the cooling/heat cycle (reversible heat pumps),74155,Air-conditioners nes
841582,"Other, incorporating a refrigerating unit",74155,Air-conditioners nes
841583,Not incorporating a refrigerating unit,74155,Air-conditioners nes
841590,Parts,74159,Air-conditioner parts
841610,Furnace burners for liquid fuel,74121,"Furnace burners,liq fuel"
841620,"Other furnace burners, including combination burners",74123,Furnace burners nes
841630,"Mechanical stokers, including their mechanical grates, mechanical ash dischargers and similar appliances",74125,Mech stokers/grates/etc
841690,Parts,74128,Furnace burner parts
841710,"Furnaces and ovens for the roasting, melting or other heattreatment of ores, pyrites or of metals",74136,Ind furnace/oven non-ele
841720,"Bakery ovens, including biscuit ovens",74137,Bakery ovens non-electrc
841780,Other,74138,Ind furn/oven non-el nes
841790,Parts,74139,Parts ind non-el furn/ov
841810,"Combined refrigeratorfreezers, fitted with separate external doors",77521,Domestic refrigerators
841821,Compressiontype,77521,Domestic refrigerators
841822,"(-2006) Absorptiontype, electrical",77521,Domestic refrigerators
841829,Other,77521,Domestic refrigerators
841830,"Freezers of the chest type, not exceeding 800 l capacity",77522,Domestic deep-freezers
841840,"Freezers of the upright type, not exceeding 900 l capacity",77522,Domestic deep-freezers
841850,"Other refrigerating or freezing chests, cabinets, display counters, showcases and similar refrigerating or freezing furniture",74143,Refrigerated display cab
841861,Compression type units whose condensers are heat exchangers,74145,Indust refrig equip nes
841869,Other,74145,Indust refrig equip nes
841891,Furniture designed to receive refrigerating or freezing equipment,74149,Pts nes indus refrig equ
841899,Other,74149,Pts nes indus refrig equ
841911,Instantaneous gas water heaters,74181,Instant gas water heater
841919,Other,74182,Instant non-e w-heat nes
841920,"Medical, surgical or laboratory sterilisers",74183,Medical/lab sterilizers
841931,For agricultural products,74184,Agricult drying equipmnt
841932,"For wood, paper pulp, paper or paperboard",74185,Wood/pulp/paper dryers
841939,Other,74186,Indust driers non-electr
841940,Distilling or rectifying plant,74173,Gas distill/rectify plnt
841950,Heat exchange units,74174,Gas heat exchange units
841960,Machinery for liquefying air or other gases,74175,Air/gas liquefying equip
841981,For making hot drinks or for cooking or heating food,74187,Indust hot food/drink eq
841989,Other,74189,Indust heat/cool equ nes
841990,Parts,7419,Parts indus heat/cool eq
842010,Calendering or other rolling machines,74591,Rolling mch ex mtl/glass
842091,Cylinders,74593,Rolling machine parts
842099,Other,74593,Rolling machine parts
842111,Cream separators,74351,Centrifug cream separatr
842112,Clothesdryers,74355,Centrifug clothes drier
842119,Other,74359,Centrifuges nes
842121,For filtering or purifying water,74361,Water filters/purifiers
842122,For filtering or purifying beverages other than water,74362,Beverage filter/purifier
842123,Oil or petrolfilters for internal combustion engines,74363,Engine oil/petrol filter
842129,Other,74367,Liquid filters nes
842131,Intake air filters for internal combustion engines,74364,Engine air filters
842139,Other,74369,Gas filters nes
842191,"Of centrifuges, including centrifugal dryers",74391,Parts for centrifuges
842199,Other,74395,Parts filters/purifiers
842211,Of the household type,7753,Domestic dishwashers
842219,Other,74521,Industrial dish washers
842220,Machinery for cleaning or drying bottles or other containers,74523,Bottle clean/dry machine
842230,"Machinery for filling, closing, sealing, or labelling bottles, cans, boxes, bags or other containers; machinery for capsuling bottles, jars, tubes and similar containers; machinery for aerating beverages",74527,Packing/wrapping mac nes
842240,Other packing or wrapping machinery (including heatshrink wrapping machinery),74527,Packing/wrapping mac nes
842290,Parts,74529,Packing etc mchy pts nes
842310,"Personal weighing machines, including baby scales; household scales",74532,Personal weighing machns
842320,Scales for continuous weighing of goods on conveyors,74531,Indus weighing machines
842330,"Constant weight scales and scales for discharging a predetermined weight of material into a bag or container, including hopper scales",74531,Indus weighing machines
842381,Having a maximum weighing capacity not exceeding 30 kg,74531,Indus weighing machines
842382,"Having a maximum weighing capacity exceeding 30 kg but  not exceeding 5,000 kg",74531,Indus weighing machines
842389,Other,74531,Indus weighing machines
842390,Weighing machine weights of all kinds; parts of weighing machinery,74539,"Weighng mach wts,pts nes"
842410,"Fire extinguishers, whether or not charged",74561,Fire extinguishers
842420,Spray guns and similar appliances,74562,Spray guns etc  ry
842430,Steam or sand blasting machines and similar jet projecting machines,74563,Steam/sand blasting mach
842481,Agricultural or horticultural,74564,Agric spraying equipment
842489,Other,74565,Spraying machinery nes
842490,Parts,74568,Spraying machinery parts
842511,Powered by electric motor,74421,Pulley tackle/hoists
842519,Other,74421,Pulley tackle/hoists
842520,(-2006) Pit-head winding gear; winches specially designed for use underground,74423,Pit head winding gear
842531,Powered by electric motor,74425,Capstans/winches nes
842539,Other,74425,Capstans/winches nes
842541,Built-in jacking systems of a type used in garages,74441,Garage hoists etc
842542,"Other jacks and hoists, hydraulic",74443,Jacks/hoists nes hydraul
842549,Other,74449,Vehicle jacks/hoists nes
842611,Overhead travelling cranes on fixed support,74431,Ohead tr crane fix supp
842612,Mobile lifting frames on tyres and straddle carriers,74432,Straddle carriers etc
842619,Other,74433,Gantry/bridge/etc cranes
842620,Tower cranes,74434,Tower cranes
842630,Portal or pedestal jib cranes,74435,Portal/pdestal jib crane
842641,On tyres,74437,Crane mach nes self-prop
842649,Other,74437,Crane mach nes self-prop
842691,Designed for mounting on road vehicles,74439,Cranes nes not self prop
842699,Other,74439,Cranes nes not self prop
842710,Selfpropelled trucks powered by an electric motor,74411,Fork lift truck etc elec
842720,Other selfpropelled trucks,74412,Fork lift trucks etc nes
842790,Other trucks,74413,Oth handling trucks etc
842810,Lifts and skip hoists,74481,Lifts and skip hoists
842820,Pneumatic elevators and conveyors,74471,Pneum elevator/conveyor
842831,Specially designed for underground use,74472,Cont action elev/conveyr
842832,"Other, bucket type",74473,Bucket conveyor/elevator
842833,"Other, belt type",74474,Belt conveyor/elevator
842839,Other,74479,Cont conveyor/elevat nes
842840,Escalators and moving walkways,74485,"Escalator,movng walkways"
842850,"(-2006) Mine wagon pushers, locomotive or wagon traversers, wagon tippers and similar railway wagon handling equipment",74489,Lift/handle machinry nes
842860,"Teleferics, chairlifts, skidraglines; traction mechanisms for funiculars",74489,Lift/handle machinry nes
842890,Other machinery,74489,Lift/handle machinry nes
842911,Track laying,72311,Bulldozers/angledozers
842919,Other,72311,Bulldozers/angledozers
842920,Graders and levellers,72312,Graders/levellers-constr
842930,Scrapers,72331,Earth-moving scrapers
842940,Tamping machines and road rollers,72333,Road rollers/tampers
842951,Frontend shovel loaders,72321,Front-end shovel loaders
842952,Machinery with a 360° revolving superstructure,72322,Shovel/excavators 360deg
842959,Other,72329,Self prop shovel/exc nes
843010,Piledrivers and pileextractors,72341,Pile drivers/extractors
843020,Snowploughs and snowblowers,72342,Snow ploughs/blowers
843031,Selfpropelled,72335,Coal/rock/tunnel cutters
843039,Other,72343,Non-sp coal/rock cutters
843041,Selfpropelled,72337,Boring/sinking equip nes
843049,Other,72344,Non-sp boring machin nes
843050,"Other machinery, selfpropelled",72339,Earth handling equip nes
843061,Tamping or compacting machinery,72345,Non-sp tamping machn nes
843062,"(-2001) Other machinery, not self-propelled :- Scrapers",72346,Non-self prop scrapers
843069,Other,72347,Non-sp e-m machines nes
843110,Of machinery of heading 84.25,74491,Parts for winches/hoists
843120,Of machinery of heading 84.27,74492,Lift truck parts
843131,"Of lifts, skip hoists or escalators",74493,Lift/skip h/escalat part
843139,Other,74494,Lifting equip parts nes
843141,"Buckets, shovels, grabs and grips",72391,E-m bucket/grab/shovels
843142,Bulldozer or angledozer blades,72392,Bulldozer etc blades
843143,Parts for boring or sinking machinery of subheading 8430.41 or 8430.49,72393,Boring/sink machry parts
843149,Other,72399,Pts nes earth-movg mach
843210,Ploughs,72111,Ploughs
843221,Disc harrows,72113,Cultivators/weeders/etc
843229,Other,72113,Cultivators/weeders/etc
843230,"Seeders, planters and transplanters",72112,Seeders/planters/etc
843240,Manure spreaders and fertiliser distributors,72112,Seeders/planters/etc
843280,Other machinery,72118,Oth agric/hortic machnry
843290,Parts,72119,Agric machine(7211)parts
843311,"Powered, with the cutting device rotating in a horizontal plane",72121,Lawn mowers
843319,Other,72121,Lawn mowers
843320,"Other mowers, including cutter bars for tractor mounting",72123,Oth harv/thresher/mower
843330,Other haymaking machinery,72123,Oth harv/thresher/mower
843340,"Straw or fodder balers, including pickup balers",72123,Oth harv/thresher/mower
843351,Combine harvesterthreshers,72122,Combine harvestr-threshr
843352,Other threshing machinery,72123,Oth harv/thresher/mower
843353,Root or tuber harvesting machines,72123,Oth harv/thresher/mower
843359,Other,72123,Oth harv/thresher/mower
843360,"Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce",72126,Egg/fruit clean/sort mac
843390,Parts,72129,Pts nes of machy of 7212
843410,Milking machines,72131,Milking machines
843420,Dairy machinery,72138,Oth dairy machinery nes
843490,Parts,72139,Pts nes dairy machinery
843510,Machinery,72191,Wine/cider/juice equipmt
843590,Parts,72198,Parts wine/etc machines
843610,Machinery for preparing animal feeding stuffs,72196,Agric machinery nes
843621,Poultry incubators and brooders,72195,Poultry keeping equipmnt
843629,Other,72195,Poultry keeping equipmnt
843680,Other machinery,72196,Agric machinery nes
843691,Of poultrykeeping machinery or poultry incubators and brooders,72199,Pts nes agric machines
843699,Other,72199,Pts nes agric machines
843710,"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables",72127,Seed clean/sort machinry
843780,Other machinery,72711,Cereal/dried legume mach
843790,Parts,72719,Cereal/dry legm mach pts
843810,"Bakery machinery and machinery for the manufacture of macaroni, spaghetti or similar products",72722,Indus food proc mach nes
843820,"Machinery for the manufacture of confectionery, cocoa or chocolate",72722,Indus food proc mach nes
843830,Machinery for sugar manufacture,72722,Indus food proc mach nes
843840,Brewery machinery,72722,Indus food proc mach nes
843850,Machinery for the preparation of meat or poultry,72722,Indus food proc mach nes
843860,"Machinery for the preparation of fruits, nuts or vegetables",72722,Indus food proc mach nes
843880,Other machinery,72722,Indus food proc mach nes
843890,Parts,72729,Indus food proc mach pts
843910,Machinery for making pulp of fibrous cellulosic material,72511,Cellulose pulp mfg machn
843920,Machinery for making paper or paperboard,72512,Paper etc making etc mch
843930,Machinery for finishing paper or paperboard,72512,Paper etc making etc mch
843991,Of machinery for making pulp of fibrous cellulosic material,72591,Paper manuf machine pts
843999,Other,72591,Paper manuf machine pts
844010,Machinery,72681,Bookbinding machinery
844090,Parts,72689,Pts nes of bookbind mchn
844110,Cutting machines,72521,Paper/board cutting mach
844120,"Machines for making bags, sacks or envelopes",72523,Paper sack/env manf mach
844130,"Machines for making cartons, boxes, cases, tubes, drums or similar containers, other than by moulding",72525,Paper carton/etc machnry
844140,"Machines for moulding articles in paper pulp, paper or paperboard",72527,Paper moulding machinery
844180,Other machinery,72529,Paper ind machines nes
844190,Parts,72599,Paper product mach parts
844210,(-2006) Phototypesetting and composing machines,72631,Type setting equipment
844220,"(-2006) Machinery, apparatus and equipment for typesetting or composing by other processes, with or without founding device",72631,Type setting equipment
844230,"Other machinery, apparatus and equipment",72631,Type setting equipment
844240,"Parts of the foregoing machinery, apparatus or equipment",72691,Type-setting machn parts
844250,"Printing type, blocks, plates, cylinders and other printing components; blocks, plates, cylinders and lithographic stones, prepared for printing purposes (for example, planed, grained or polished)",72635,"Printing type,plates,etc"
844311,Reel fed,72651,Reel fed offset printers
844312,"Sheet fed, office type (sheet size not exceeding 22 x 36 cm)",72655,Sheet fed offset mach a4
844319,Other,72659,Offset print machine nes
844321,(-2006) Reel fed,72661,Letterpress print machin
844329,(-2006) Other,72661,Letterpress print machin
844330,(-2006) Flexographic printing machinery,72663,Flexographic print mach.
844340,(-2006) Gravure printing machinery,72665,Gravure print machinery
844350,(-1995) Printing machinery nes,72667,Printing machinery nes
844351,(1996-2006) Inkjet printing machines,74565,Spraying machinery nes
844359,(1996-2006) Other,72667,Printing machinery nes
844360,(-2006) Machines for uses ancillary to printing,72668,Mach ancillary to printg
844390,(-2006) Parts,72699,Printing press parts
844400,"Machines for extruding, drawing, texturing or cutting manmade textile materials.",72441,Textile yarn extruders
844511,Carding machines,72442,Textile fibre proc equip
844512,Combing machines,72442,Textile fibre proc equip
844513,Drawing or roving machines,72442,Textile fibre proc equip
844519,Other,72442,Textile fibre proc equip
844520,Textile spinning machines,72443,Yarn spinning/etc equipm
844530,Textile doubling or twisting machines,72443,Yarn spinning/etc equipm
844540,Textile winding (including weftwinding) or reeling machines,72443,Yarn spinning/etc equipm
844590,Other,72454,Yarn pre-process machine
844610,For weaving fabrics of a width not exceeding 30 cm,72451,Weaving machines (looms)
844621,Power looms,72451,Weaving machines (looms)
844629,Other,72451,Weaving machines (looms)
844630,"For weaving fabrics of a width exceeding 30 cm, shuttleless type",72451,Weaving machines (looms)
844711,With cylinder diameter not exceeding 165 mm,72452,Knitting/stitch bond mac
844712,With cylinder diameter exceeding 165 mm,72452,Knitting/stitch bond mac
844720,Flat knitting machines; stitchbonding machines,72452,Knitting/stitch bond mac
844790,Other,72453,Gimping/lace/etc machine
844811,"Dobbies and Jacquards; card reducing, copying, punching or assembling machines for use therewith",72461,Auxil weave/knit machine
844819,Other,72461,Auxil weave/knit machine
844820,Parts and accessories of machines of heading 84.44 or of their auxiliary machinery,72449,Pts nes textile machines
844831,Card clothing,72449,Pts nes textile machines
844832,"Of machines for preparing textile fibres, other than card clothing",72449,Pts nes textile machines
844833,"Spindles, spindle flyers, spinning rings and ring travellers",72449,Pts nes textile machines
844839,Other,72449,Pts nes textile machines
844841,(-2006) Shuttles,72467,Weaving loom parts/acces
844842,"Reeds for looms, healds and healdframes",72467,Weaving loom parts/acces
844849,Other,72467,Weaving loom parts/acces
844851,"Sinkers, needles and other articles used in forming stitches",72468,Loom/knitter etc pts/acc
844859,Other,72468,Loom/knitter etc pts/acc
844900,"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, including machinery for making felt hats; blocks for making hats.",72455,"Felt mfg,finishing machy"
845011,Fullyautomatic machines,77511,Dom washing machine<10kg
845012,"Other machines, with builtin centrifugal drier",77511,Dom washing machine<10kg
845019,Other,77511,Dom washing machine<10kg
845020,"Machines, each of a dry linen capacity exceeding 10 kg",72471,Washing machine cap>10kg
845090,Parts,72491,Washing machine parts
845110,Drycleaning machines,72472,Dry-cleaning machines
845121,Each of a dry linen capacity not exceeding 10 kg,77512,Domestic dryer <10kg
845129,Other,72473,Drying machines cap>10kg
845130,Ironing machines and presses (including fusing presses),72474,Oth textile machnery nes
845140,"Washing, bleaching or dyeing machines",72474,Oth textile machnery nes
845150,"Machines for reeling, unreeling, folding, cutting or pinking textile fabrics",72474,Oth textile machnery nes
845180,Other machinery,72474,Oth textile machnery nes
845190,Parts,72492,Textile machinry pts nes
845210,Sewing machines of the household type,72433,Sewing machines domestic
845221,Automatic units,72435,Sewing machines industrl
845229,Other,72435,Sewing machines industrl
845230,Sewing machine needles,72439,Sew mch needles/furn/pts
845240,"Furniture, bases and covers for sewing machines and parts thereof",72439,Sew mch needles/furn/pts
845290,Other parts of sewing machines,72439,Sew mch needles/furn/pts
845310,"Machinery for preparing, tanning or working hides, skins or leather",72481,Hide preparation equipmt
845320,Machinery for making or repairing footwear,72483,Footwear manuf/repair eq
845380,Other machinery,72485,Leather man/repr equ nes
845390,Parts,72488,Parts for leather machns
845410,Converters,73711,Foundry mould/ladle/etc
845420,Ingot moulds and ladles,73711,Foundry mould/ladle/etc
845430,Casting machines,73712,Foundry casting machines
845490,Parts,73719,Foundry machine parts
845510,Tube mills,73721,Metal rolling mills
845521,Hot or combination hot and cold,73721,Metal rolling mills
845522,Cold,73721,Metal rolling mills
845530,Rolls for rolling mills,73729,"Roll-mill pts nes, rolls"
845590,Other parts,73729,"Roll-mill pts nes, rolls"
845610,Operated by laser or other light or photon beam processes,73111,Laser/photon mach tools
845620,Operated by ultrasonic processes,73112,Ultrasonic machine tools
845630,Operated by electrodischarge processes,73113,Electro-disch mach tools
845690,"(-1995, 2007-) Mach-tls for work any mat by rem of mat op",73114,Electro/plasma mach tool
845691,(1996-2006) For dryetching patterns on semiconductor materials,73114,Electro/plasma mach tool
845699,(1996-2006) Other,73114,Electro/plasma mach tool
845710,Machining centres,73121,Metal machining centres
845720,Unit construction machines (single station),73122,Unit construct machines
845730,Multistation transfer machines,73123,Multi-stat transfer mchn
845811,Numerically controlled,73131,"Horiz lathes,num control"
845819,Other,73137,Lathes horizontal nes
845891,Numerically controlled,73135,"Other lathes,num control"
845899,Other,73139,"Lathes,metalworking,nes"
845910,Waytype unit head machines,73141,Way-type unit head machn
845921,Numerically controlled,73142,Drilling machs nes num-c
845929,Other,73143,Drilling machines nes
845931,Numerically controlled,73144,Bore-mill mach nes num-c
845939,Other,73145,Boring-milling machs nes
845940,Other boring machines,73146,Boringg machines nes
845951,Numerically controlled,73151,"Mill mach,knee,num-cntrl"
845959,Other,73152,"Milling mach,knee-t,nes"
845961,Numerically controlled,73153,Milling mach nes num-ctl
845969,Other,73154,Milling machines nes
845970,Other threading or tapping machines,73157,Threading/tapp machn nes
846011,Numerically controlled,73161,Flat grinder acc num-ctl
846019,Other,73162,Flat grinder accurat nes
846021,Numerically controlled,73163,Grinder nes acc num-ctrl
846029,Other,73164,Grinder nes accurate nes
846031,Numerically controlled,73165,Sharpeners num-control
846039,Other,73166,Sharpening machine nes
846040,Honing or lapping machines,73167,Honing/lapping machines
846090,Other,73169,Debur/polish tools nes
846110,(-2001) Planing machines,73178,"Planing machs,mtlworking"
846120,Shaping or slotting machines,73171,Shaping/slotting machine
846130,Broaching machines,73173,Broaching machines
846140,"Gear cutting, gear grinding or gear finishing machines",73175,Gear-cutting machines
846150,Sawing or cuttingoff machines,73177,"Sawing machs,metalworkng"
846190,Other,73179,Mtl-removal m-tools nes
846210,Forging or diestamping machines (including presses) and hammers,73311,Forging/stamping machine
846221,Numerically controlled,73312,Bending etc mchs num-ctl
846229,Other,73313,Bending etc machines nes
846231,Numerically controlled,73314,Shearing etc mch num-ctl
846239,Other,73315,Shearing etc mchines nes
846241,Numerically controlled,73316,Punching etc mch num-ctl
846249,Other,73317,Punching etc mchines nes
846291,Hydraulic presses,73318,Metal work presses nes
846299,Other,73318,Metal work presses nes
846310,"Drawbenches for bars, tubes, profiles, wire or the like",73391,Draw benches mtl bar etc
846320,Thread rolling machines,73393,Metal thread rolling mac
846330,Machines for working wire,73395,Wire working machines
846390,Other,73399,Metal non-rmvl tools nes
846410,Sawing machines,72811,Machine tools - minerals
846420,Grinding or polishing machines,72811,Machine tools - minerals
846490,Other,72811,Machine tools - minerals
846510,Machines which can carry out different types of machining operations without tool change between such operations,72812,Machine tools - wood/etc
846591,Sawing machines,72812,Machine tools - wood/etc
846592,"Planing, milling or moulding (by cutting) machines",72812,Machine tools - wood/etc
