HS2007,BEC
4415.20,22
4416.00,22
4417.00,22
4418.10,22
4418.20,22
4418.40,22
4418.50,22
4418.60,22
4418.71,22
4418.72,22
4418.79,22
4418.90,22
4419.00,62
4420.10,62
4420.90,62
4421.10,62
4421.90,22
4501.10,21
4501.90,21
4502.00,21
4503.10,22
4503.90,22
4504.10,22
4504.90,22
4601.21,62
4601.22,62
4601.29,62
4601.92,62
4601.93,62
4601.94,62
4601.99,62
4602.11,62
4602.12,62
4602.19,62
4602.90,62
4701.00,22
4702.00,22
4703.11,22
4703.19,22
4703.21,22
4703.29,22
4704.11,22
4704.19,22
4704.21,22
4704.29,22
4705.00,22
4706.10,22
4706.20,22
4706.30,22
4706.91,22
4706.92,22
4706.93,22
4707.10,21
4707.20,21
4707.30,21
4707.90,21
4801.00,22
4802.10,22
4802.20,22
4802.40,22
4802.54,22
4802.55,22
4802.56,22
4802.57,22
4802.58,22
4802.61,22
4802.62,22
4802.69,22
4803.00,22
4804.11,22
4804.19,22
4804.21,22
4804.29,22
4804.31,22
4804.39,22
4804.41,22
4804.42,22
4804.49,22
4804.51,22
4804.52,22
4804.59,22
4805.11,22
4805.12,22
4805.19,22
4805.24,22
4805.25,22
4805.30,22
4805.40,22
4805.50,22
4805.91,22
4805.92,22
4805.93,22
4806.10,22
4806.20,22
4806.30,22
4806.40,22
4807.00,22
4808.10,22
4808.20,22
4808.30,22
4808.90,22
4809.20,22
4809.90,22
4810.13,22
4810.14,22
4810.19,22
4810.22,22
4810.29,22
4810.31,22
4810.32,22
4810.39,22
4810.92,22
4810.99,22
4811.10,22
4811.41,22
4811.49,22
4811.51,22
4811.59,22
4811.60,22
4811.90,22
4812.00,22
4813.10,63
4813.20,22
4813.90,22
4814.10,22
4814.20,22
4814.90,22
4816.20,22
4816.90,22
4817.10,63
4817.20,63
4817.30,63
4818.10,63
4818.20,63
4818.30,63
4818.40,63
4818.50,63
4818.90,63
4819.10,22
4819.20,22
4819.30,22
4819.40,22
4819.50,22
4819.60,22
4820.10,22
4820.20,63
4820.30,22
4820.40,22
4820.50,63
4820.90,22
4821.10,22
4821.90,22
4822.10,22
4822.90,22
4823.20,22
4823.40,22
4823.61,63
4823.69,63
4823.70,22
4823.90,22
4901.10,63
4901.91,63
4901.99,63
4902.10,63
4902.90,63
4903.00,63
4904.00,62
4905.10,62
4905.91,63
4905.99,63
4906.00,22
4907.00,22
4908.10,22
4908.90,63
4909.00,63
4910.00,63
4911.10,22
4911.91,63
4911.99,22
5001.00,21
5002.00,22
5003.00,21
5004.00,22
5005.00,22
5006.00,63
5007.10,22
5007.20,22
5007.90,22
5101.11,21
5101.19,21
5101.21,21
5101.29,21
5101.30,21
5102.11,21
5102.19,21
5102.20,21
5103.10,21
5103.20,21
5103.30,21
5104.00,21
5105.10,22
5105.21,22
5105.29,22
5105.31,22
5105.39,22
5105.40,22
5106.10,22
5106.20,22
5107.10,22
5107.20,22
5108.10,22
5108.20,22
5109.10,63
5109.90,63
5110.00,22
5111.11,22
5111.19,22
5111.20,22
5111.30,22
5111.90,22
5112.11,22
5112.19,22
5112.20,22
5112.30,22
5112.90,22
5113.00,22
5201.00,21
5202.10,21
5202.91,21
5202.99,21
5203.00,22
5204.11,22
5204.19,22
5204.20,63
5205.11,22
5205.12,22
5205.13,22
5205.14,22
5205.15,22
5205.21,22
5205.22,22
5205.23,22
5205.24,22
5205.26,22
5205.27,22
5205.28,22
5205.31,22
5205.32,22
5205.33,22
5205.34,22
5205.35,22
5205.41,22
5205.42,22
5205.43,22
5205.44,22
5205.46,22
5205.47,22
5205.48,22
5206.11,22
5206.12,22
5206.13,22
5206.14,22
5206.15,22
5206.21,22
5206.22,22
5206.23,22
5206.24,22
5206.25,22
5206.31,22
5206.32,22
5206.33,22
5206.34,22
5206.35,22
5206.41,22
5206.42,22
5206.43,22
5206.44,22
5206.45,22
5207.10,63
5207.90,63
5208.11,22
5208.12,22
5208.13,22
5208.19,22
5208.21,22
5208.22,22
5208.23,22
5208.29,22
5208.31,22
5208.32,22
5208.33,22
5208.39,22
5208.41,22
5208.42,22
5208.43,22
5208.49,22
5208.51,22
5208.52,22
5208.59,22
5209.11,22
5209.12,22
5209.19,22
5209.21,22
5209.22,22
5209.29,22
5209.31,22
5209.32,22
5209.39,22
5209.41,22
5209.42,22
5209.43,22
5209.49,22
5209.51,22
5209.52,22
5209.59,22
5210.11,22
5210.19,22
5210.21,22
5210.29,22
5210.31,22
5210.32,22
5210.39,22
5210.41,22
5210.49,22
5210.51,22
5210.59,22
5211.11,22
5211.12,22
5211.19,22
5211.20,22
5211.31,22
5211.32,22
5211.39,22
5211.41,22
5211.42,22
5211.43,22
5211.49,22
5211.51,22
5211.52,22
5211.59,22
5212.11,22
5212.12,22
5212.13,22
5212.14,22
5212.15,22
5212.21,22
5212.22,22
5212.23,22
5212.24,22
5212.25,22
5301.10,21
5301.21,22
5301.29,22
5301.30,21
5302.10,21
5302.90,21
5303.10,21
5303.90,21
5305.00,21
5306.10,22
5306.20,22
5307.10,22
5307.20,22
5308.10,22
5308.20,22
5308.90,22
5309.11,22
5309.19,22
5309.21,22
5309.29,22
5310.10,22
5310.90,22
5311.00,22
5401.10,22
5401.20,22
5402.11,22
5402.19,22
5402.20,22
5402.31,22
5402.32,22
5402.33,22
5402.34,22
5402.39,22
5402.44,22
5402.45,22
5402.46,22
5402.47,22
5402.48,22
5402.49,22
5402.51,22
5402.52,22
5402.59,22
5402.61,22
5402.62,22
5402.69,22
5403.10,22
5403.31,22
5403.32,22
5403.33,22
5403.39,22
5403.41,22
5403.42,22
5403.49,22
5404.11,22
5404.12,22
5404.19,22
5404.90,22
5405.00,22
5406.00,63
5407.10,22
5407.20,22
5407.30,22
5407.41,22
5407.42,22
5407.43,22
5407.44,22
5407.51,22
5407.52,22
5407.53,22
5407.54,22
5407.61,22
5407.69,22
5407.71,22
5407.72,22
5407.73,22
5407.74,22
5407.81,22
5407.82,22
5407.83,22
5407.84,22
5407.91,22
5407.92,22
5407.93,22
5407.94,22
5408.10,22
5408.21,22
5408.22,22
5408.23,22
5408.24,22
5408.31,22
5408.32,22
5408.33,22
5408.34,22
5501.10,22
5501.20,22
5501.30,22
5501.40,22
5501.90,22
5502.00,22
5503.11,22
5503.19,22
5503.20,22
5503.30,22
5503.40,22
5503.90,22
5504.10,22
5504.90,22
5505.10,21
5505.20,21
5506.10,22
5506.20,22
5506.30,22
5506.90,22
5507.00,22
5508.10,22
5508.20,22
5509.11,22
5509.12,22
5509.21,22
5509.22,22
5509.31,22
5509.32,22
5509.41,22
5509.42,22
5509.51,22
5509.52,22
5509.53,22
5509.59,22
5509.61,22
5509.62,22
5509.69,22
5509.91,22
5509.92,22
5509.99,22
5510.11,22
5510.12,22
5510.20,22
5510.30,22
5510.90,22
5511.10,63
5511.20,63
5511.30,63
5512.11,22
5512.19,22
5512.21,22
5512.29,22
5512.91,22
5512.99,22
5513.11,22
5513.12,22
5513.13,22
5513.19,22
5513.21,22
5513.23,22
5513.29,22
5513.31,22
5513.39,22
5513.41,22
5513.49,22
5514.11,22
5514.12,22
5514.19,22
5514.21,22
5514.22,22
5514.23,22
5514.29,22
5514.30,22
5514.41,22
5514.42,22
5514.43,22
5514.49,22
5515.11,22
5515.12,22
5515.13,22
5515.19,22
5515.21,22
5515.22,22
5515.29,22
5515.91,22
5515.99,22
5516.11,22
5516.12,22
5516.13,22
5516.14,22
5516.21,22
5516.22,22
5516.23,22
5516.24,22
5516.31,22
5516.32,22
5516.33,22
5516.34,22
5516.41,22
5516.42,22
5516.43,22
5516.44,22
5516.91,22
5516.92,22
5516.93,22
5516.94,22
5601.10,63
5601.21,22
5601.22,22
5601.29,22
5601.30,22
5602.10,22
5602.21,22
5602.29,22
5602.90,22
5603.11,22
5603.12,22
5603.13,22
5603.14,22
5603.91,22
5603.92,22
5603.93,22
5603.94,22
5604.10,22
5604.90,22
5605.00,22
5606.00,22
5607.21,22
5607.29,22
5607.41,22
5607.49,22
5607.50,22
5607.90,22
5608.11,22
5608.19,22
5608.90,22
5609.00,22
5701.10,61
5701.90,61
5702.10,61
5702.20,61
5702.31,61
5702.32,61
5702.39,61
5702.41,61
5702.42,61
5702.49,61
5702.50,61
5702.91,61
5702.92,61
5702.99,61
5703.10,61
5703.20,61
5703.30,61
5703.90,61
5704.10,61
5704.90,61
5705.00,61
5801.10,22
5801.21,22
5801.22,22
5801.23,22
5801.24,22
5801.25,22
5801.26,22
5801.31,22
5801.32,22
5801.33,22
5801.34,22
5801.35,22
5801.36,22
5801.90,22
5802.11,22
5802.19,22
5802.20,22
5802.30,22
5803.00,22
5804.10,22
5804.21,22
5804.29,22
5804.30,22
5805.00,62
5806.10,22
5806.20,22
5806.31,22
5806.32,22
5806.39,22
5806.40,22
5807.10,22
5807.90,22
5808.10,22
5808.90,22
5809.00,22
5810.10,22
5810.91,22
5810.92,22
5810.99,22
5811.00,22
5901.10,22
5901.90,22
5902.10,22
5902.20,22
5902.90,22
5903.10,22
5903.20,22
5903.90,22
5904.10,61
5904.90,61
5905.00,22
5906.10,22
5906.91,22
5906.99,22
5907.00,22
5908.00,22
5909.00,42
5910.00,42
5911.10,42
5911.20,42
5911.31,42
5911.32,42
5911.40,42
5911.90,42
6001.10,22
6001.21,22
6001.22,22
6001.29,22
6001.91,22
6001.92,22
6001.99,22
6002.40,22
6002.90,22
6003.10,22
6003.20,22
6003.30,22
6003.40,22
6003.90,22
6004.10,22
6004.90,22
6005.21,22
6005.22,22
6005.23,22
6005.24,22
6005.31,22
6005.32,22
6005.33,22
6005.34,22
6005.41,22
6005.42,22
6005.43,22
6005.44,22
6005.90,22
6006.10,22
6006.21,22
6006.22,22
6006.23,22
6006.24,22
6006.31,22
6006.32,22
6006.33,22
6006.34,22
6006.41,22
6006.42,22
6006.43,22
6006.44,22
6006.90,22
6101.20,62
6101.30,62
6101.90,62
6102.10,62
6102.20,62
6102.30,62
6102.90,62
6103.10,62
6103.22,62
6103.23,62
6103.29,62
6103.31,62
6103.32,62
6103.33,62
6103.39,62
6103.41,62
6103.42,62
6103.43,62
6103.49,62
6104.13,62
6104.19,62
6104.22,62
6104.23,62
6104.29,62
6104.31,62
6104.32,62
6104.33,62
6104.39,62
6104.41,62
6104.42,62
6104.43,62
6104.44,62
6104.49,62
6104.51,62
6104.52,62
6104.53,62
6104.59,62
6104.61,62
6104.62,62
6104.63,62
6104.69,62
6105.10,62
6105.20,62
6105.90,62
6106.10,62
6106.20,62
6106.90,62
6107.11,63
6107.12,63
6107.19,63
6107.21,63
6107.22,63
6107.29,63
6107.91,63
6107.99,63
6108.11,63
6108.19,63
6108.21,63
6108.22,63
6108.29,63
6108.31,63
6108.32,63
6108.39,63
6108.91,63
6108.92,63
6108.99,63
6109.10,63
6109.90,63
6110.11,62
6110.12,62
6110.19,62
6110.20,62
6110.30,62
6110.90,62
6111.20,62
6111.30,62
6111.90,62
6112.11,62
6112.12,62
6112.19,62
6112.20,62
6112.31,62
6112.39,62
6112.41,62
6112.49,62
6113.00,62
6114.20,62
6114.30,62
6114.90,62
6115.10,63
6115.21,63
6115.22,63
6115.29,63
6115.30,63
6115.94,63
6115.95,63
6115.96,63
6115.99,63
6116.10,63
6116.91,63
6116.92,63
6116.93,63
6116.99,63
6117.10,62
6117.80,63
6117.90,63
6201.11,62
6201.12,62
6201.13,62
6201.19,62
6201.91,62
6201.92,62
6201.93,62
6201.99,62
6202.11,62
6202.12,62
6202.13,62
6202.19,62
6202.91,62
6202.92,62
6202.93,62
6202.99,62
6203.11,62
6203.12,62
6203.19,62
6203.22,62
6203.23,62
6203.29,62
6203.31,62
6203.32,62
6203.33,62
6203.39,62
6203.41,62
6203.42,62
6203.43,62
6203.49,62
6204.11,62
6204.12,62
6204.13,62
6204.19,62
6204.21,62
6204.22,62
6204.23,62
6204.29,62
6204.31,62
6204.32,62
6204.33,62
6204.39,62
6204.41,62
6204.42,62
6204.43,62
6204.44,62
6204.49,62
6204.51,62
6204.52,62
6204.53,62
6204.59,62
6204.61,62
6204.62,62
6204.63,62
6204.69,62
6205.20,62
6205.30,62
6205.90,62
6206.10,62
6206.20,62
6206.30,62
6206.40,62
6206.90,62
6207.11,63
6207.19,63
6207.21,63
6207.22,63
6207.29,63
6207.91,63
6207.99,63
6208.11,63
6208.19,63
6208.21,63
6208.22,63
6208.29,63
6208.91,63
6208.92,63
6208.99,63
6209.20,62
6209.30,62
6209.90,62
6210.10,62
6210.20,62
6210.30,62
6210.40,62
6210.50,62
6211.11,62
6211.12,62
6211.20,62
6211.32,62
6211.33,62
6211.39,62
6211.41,62
6211.42,62
6211.43,62
6211.49,62
6212.10,63
6212.20,63
6212.30,63
6212.90,63
6213.20,63
6213.90,63
6214.10,63
6214.20,63
6214.30,63
6214.40,63
6214.90,63
6215.10,63
6215.20,63
6215.90,63
6216.00,63
6217.10,63
6217.90,63
6301.10,62
6301.20,62
6301.30,62
6301.40,62
6301.90,62
6302.10,62
6302.21,62
6302.22,62
6302.29,62
6302.31,62
6302.32,62
6302.39,62
6302.40,62
6302.51,62
6302.53,62
6302.59,62
6302.60,62
6302.91,62
6302.93,62
6302.99,62
6303.12,62
6303.19,62
6303.91,62
6303.92,62
6303.99,62
6304.11,62
6304.19,62
6304.91,62
6304.92,62
6304.93,62
6304.99,62
6305.10,22
6305.20,22
6305.32,22
6305.33,22
6305.39,22
6305.90,22
6306.12,22
6306.19,22
6306.22,62
6306.29,62
6306.30,62
6306.40,62
6306.91,62
6306.99,62
6307.10,62
6307.20,62
6307.90,62
6308.00,62
6309.00,21
6310.10,21
6310.90,21
6401.10,62
6401.92,62
6401.99,62
6402.12,62
6402.19,62
6402.20,62
6402.91,62
6402.99,62
6403.12,62
6403.19,62
6403.20,62
6403.40,62
6403.51,62
6403.59,62
6403.91,62
6403.99,62
6404.11,62
6404.19,62
6404.20,62
6405.10,62
6405.20,62
6405.90,62
6406.10,62
6406.20,62
6406.91,62
6406.99,62
6501.00,22
6502.00,22
6504.00,62
6505.10,62
6505.90,62
6506.10,62
6506.91,62
6506.99,62
6507.00,22
6601.10,62
6601.91,62
6601.99,62
6602.00,62
6603.20,22
6603.90,22
6701.00,22
6702.10,22
6702.90,22
6703.00,22
6704.11,62
6704.19,62
6704.20,62
6704.90,62
6801.00,22
6802.10,22
6802.21,22
6802.23,22
6802.29,22
6802.91,22
6802.92,22
6802.93,22
6802.99,22
6803.00,22
6804.10,22
6804.21,22
6804.22,22
6804.23,22
6804.30,63
6805.10,22
6805.20,22
6805.30,22
6806.10,22
6806.20,22
6806.90,22
6807.10,22
6807.90,22
6808.00,22
6809.11,22
6809.19,22
6809.90,22
6810.11,22
6810.19,22
6810.91,22
6810.99,22
6811.40,22
6811.81,22
6811.82,22
6811.83,22
6811.89,22
6812.80,22
6812.91,22
6812.92,22
6812.93,22
6812.99,22
6813.20,22
6813.81,22
6813.89,22
6814.10,22
6814.90,22
6815.10,22
6815.20,22
6815.91,22
6815.99,22
6901.00,22
6902.10,22
6902.20,22
6902.90,22
6903.10,22
6903.20,22
6903.90,22
6904.10,22
6904.90,22
6905.10,22
6905.90,22
6906.00,22
6907.10,22
6907.90,22
6908.10,22
6908.90,22
6909.11,22
6909.12,22
6909.19,22
6909.90,22
6910.10,22
6910.90,22
6911.10,62
6911.90,62
6912.00,62
6913.10,62
6913.90,62
6914.10,22
6914.90,22
7001.00,21
7002.10,22
7002.20,22
7002.31,22
7002.32,22
7002.39,22
7003.12,22
7003.19,22
7003.20,22
7003.30,22
7004.20,22
7004.90,22
7005.10,22
7005.21,22
7005.29,22
7005.30,22
7006.00,22
7007.11,22
7007.19,22
7007.21,22
7007.29,22
7008.00,22
7009.10,22
7009.91,22
7009.92,22
7010.10,22
7010.20,22
7010.90,22
7011.10,22
7011.20,22
7011.90,22
7013.10,62
7013.22,62
7013.28,62
7013.33,62
7013.37,62
7013.41,62
7013.42,62
7013.49,62
7013.91,62
7013.99,62
7014.00,22
7015.10,22
7015.90,22
7016.10,22
7016.90,22
7017.10,22
7017.20,22
7017.90,22
7018.10,22
7018.20,22
7018.90,22
7019.11,22
7019.12,22
7019.19,22
7019.31,22
7019.32,22
7019.39,22
7019.40,22
7019.51,22
7019.52,22
7019.59,22
7019.90,22
7020.00,22
7101.10,21
7101.21,21
7101.22,22
7102.10,21
7102.21,21
7102.29,22
7102.31,21
7102.39,22
7103.10,21
7103.91,22
7103.99,22
7104.10,22
7104.20,22
7104.90,22
7105.10,21
7105.90,21
7106.10,22
7106.91,22
7106.92,22
7107.00,22
7108.11,22
7108.12,22
7108.13,22
7109.00,22
7110.11,22
7110.19,22
7110.21,22
7110.29,22
7110.31,22
7110.39,22
7110.41,22
7110.49,22
7111.00,22
7112.30,21
7112.91,21
7112.92,21
7112.99,21
7113.11,61
7113.19,61
7113.20,61
7114.11,61
7114.19,61
7114.20,61
7115.10,41
7115.90,41
7116.10,61
7116.20,61
7117.11,62
7117.19,62
7117.90,62
7118.10,7
7201.10,22
7201.20,22
7201.50,22
7202.11,22
7202.19,22
7202.21,22
7202.29,22
7202.30,22
7202.41,22
7202.49,22
7202.50,22
7202.60,22
7202.70,22
7202.80,22
7202.91,22
7202.92,22
7202.93,22
7202.99,22
7203.10,22
7203.90,22
7204.10,21
7204.21,21
7204.29,21
7204.30,21
7204.41,21
7204.49,21
7204.50,21
7205.10,22
7205.21,22
7205.29,22
7206.10,22
7206.90,22
7207.11,22
7207.12,22
7207.19,22
7207.20,22
7208.10,22
7208.25,22
7208.26,22
7208.27,22
7208.36,22
7208.37,22
7208.38,22
7208.39,22
7208.40,22
7208.51,22
7208.52,22
7208.53,22
7208.54,22
7208.90,22
7209.15,22
7209.16,22
7209.17,22
7209.18,22
7209.25,22
7209.26,22
7209.27,22
7209.28,22
7209.90,22
7210.11,22
7210.12,22
7210.20,22
7210.30,22
7210.41,22
7210.49,22
7210.50,22
7210.61,22
7210.69,22
7210.70,22
7210.90,22
7211.13,22
7211.14,22
7211.19,22
7211.23,22
7211.29,22
7211.90,22
7212.10,22
7212.20,22
7212.30,22
7212.40,22
7212.50,22
7212.60,22
7213.10,22
7213.20,22
7213.91,22
7213.99,22
7214.10,22
7214.20,22
7214.30,22
7214.91,22
7214.99,22
7215.10,22
7215.50,22
7215.90,22
7216.10,22
7216.21,22
7216.22,22
7216.31,22
7216.32,22
7216.33,22
7216.40,22
7216.50,22
7216.61,22
7216.69,22
7216.91,22
7216.99,22
7217.10,22
7217.20,22
7217.30,22
7217.90,22
7218.10,22
7218.91,22
7218.99,22
7219.11,22
7219.12,22
7219.13,22
7219.14,22
7219.21,22
7219.22,22
7219.23,22
7219.24,22
7219.31,22
7219.32,22
7219.33,22
7219.34,22
7219.35,22
7219.90,22
7220.11,22
7220.12,22
7220.20,22
7220.90,22
7221.00,22
7222.11,22
7222.19,22
7222.20,22
7222.30,22
7222.40,22
7223.00,22
7224.10,22
7224.90,22
7225.11,22
7225.19,22
7225.30,22
7225.40,22
7225.50,22
7225.91,22
7225.92,22
7225.99,22
7226.11,22
7226.19,22
7226.20,22
7226.91,22
7226.92,22
7226.99,22
7227.10,22
7227.20,22
7227.90,22
7228.10,22
7228.20,22
7228.30,22
7228.40,22
7228.50,22
7228.60,22
7228.70,22
7228.80,22
7229.20,22
7229.90,22
7301.10,22
7301.20,22
7302.10,22
7302.30,22
7302.40,22
7302.90,22
7303.00,22
7304.11,22
7304.19,22
7304.22,22
7304.23,22
7304.24,22
7304.29,22
7304.31,22
7304.39,22
7304.41,22
7304.49,22
7304.51,22
7304.59,22
7304.90,22
7305.11,22
7305.12,22
7305.19,22
7305.20,22
7305.31,22
7305.39,22
7305.90,22
7306.11,22
7306.19,22
7306.21,22
7306.29,22
7306.30,22
7306.40,22
7306.50,22
7306.61,22
7306.69,22
7306.90,22
7307.11,22
7307.19,22
7307.21,22
7307.22,22
7307.23,22
7307.29,22
7307.91,22
7307.92,22
7307.93,22
7307.99,22
7308.10,22
7308.20,22
7308.30,22
7308.40,22
7308.90,22
7309.00,41
7310.10,41
7310.21,41
7310.29,41
7311.00,41
7312.10,22
7312.90,22
7313.00,22
7314.12,22
7314.14,22
7314.19,22
7314.20,22
7314.31,22
7314.39,22
7314.41,22
7314.42,22
7314.49,22
7314.50,22
7315.11,22
7315.12,22
7315.19,22
7315.20,22
7315.81,22
7315.82,22
7315.89,22
7315.90,22
7316.00,53
7317.00,22
7318.11,22
7318.12,22
7318.13,22
7318.14,22
7318.15,22
7318.16,22
7318.19,22
7318.21,22
7318.22,22
7318.23,22
7318.24,22
7318.29,22
7319.20,63
7319.30,63
7319.90,63
7320.10,22
7320.20,22
7320.90,22
7321.11,61
7321.12,61
7321.19,61
7321.81,61
7321.82,61
7321.89,61
7321.90,22
7322.11,41
7322.19,41
7322.90,41
7323.10,62
7323.91,62
7323.92,62
7323.93,62
7323.94,62
7323.99,62
7324.10,22
7324.21,22
7324.29,22
7324.90,22
7325.10,22
7325.91,22
7325.99,22
7326.11,22
7326.19,22
7326.20,22
7326.90,22
7401.00,22
7402.00,22
7403.11,22
7403.12,22
7403.13,22
7403.19,22
7403.21,22
7403.22,22
7403.29,22
7404.00,21
7405.00,22
7406.10,22
7406.20,22
7407.10,22
7407.21,22
7407.29,22
7408.11,22
7408.19,22
7408.21,22
7408.22,22
7408.29,22
7409.11,22
7409.19,22
7409.21,22
7409.29,22
7409.31,22
7409.39,22
7409.40,22
7409.90,22
7410.11,22
7410.12,22
7410.21,22
7410.22,22
7411.10,22
7411.21,22
7411.22,22
7411.29,22
7412.10,22
7412.20,22
7413.00,22
7415.10,22
7415.21,22
7415.29,22
7415.33,22
7415.39,22
7418.11,62
7418.19,62
7418.20,22
7419.10,22
7419.91,22
7419.99,22
7501.10,22
7501.20,22
7502.10,22
7502.20,22
7503.00,21
7504.00,22
7505.11,22
7505.12,22
7505.21,22
7505.22,22
7506.10,22
7506.20,22
7507.11,22
7507.12,22
7507.20,22
7508.10,22
7508.90,22
7601.10,22
7601.20,22
7602.00,21
7603.10,22
7603.20,22
7604.10,22
7604.21,22
7604.29,22
7605.11,22
7605.19,22
7605.21,22
7605.29,22
7606.11,22
7606.12,22
7606.91,22
7606.92,22
7607.11,22
7607.19,22
7607.20,22
7608.10,22
7608.20,22
7609.00,22
7610.10,22
7610.90,22
7611.00,41
7612.10,41
7612.90,41
7613.00,41
7614.10,22
7614.90,22
7615.11,62
7615.19,62
7615.20,22
7616.10,22
7616.91,22
7616.99,22
7801.10,22
7801.91,22
7801.99,22
7802.00,21
7804.11,22
7804.19,22
7804.20,22
7806.00,22
7901.11,22
7901.12,22
7901.20,22
7902.00,21
7903.10,22
7903.90,22
7904.00,22
7905.00,22
7907.00,22
8001.10,22
8001.20,22
8002.00,21
8003.00,22
8007.00,22
8101.10,22
8101.94,22
8101.96,22
8101.97,21
8101.99,22
8102.10,22
8102.94,22
8102.95,22
8102.96,22
8102.97,21
8102.99,22
8103.20,22
8103.30,21
8103.90,22
8104.11,22
8104.19,22
8104.20,21
8104.30,22
8104.90,22
8105.20,22
8105.30,21
8105.90,22
8106.00,22
8107.20,22
8107.30,21
8107.90,22
8108.20,22
8108.30,21
8108.90,22
8109.20,22
8109.30,21
8109.90,22
8110.10,22
8110.20,21
8110.90,22
8111.00,22
8112.12,22
8112.13,21
8112.19,22
8112.21,22
8112.22,21
8112.29,22
8112.51,22
8112.52,21
8112.59,22
8112.92,22
8112.99,22
8113.00,22
8201.10,41
8201.20,41
8201.30,41
8201.40,41
8201.50,41
8201.60,41
8201.90,41
8202.10,41
8202.20,42
8202.31,42
8202.39,42
8202.40,42
8202.91,42
8202.99,42
8203.10,41
8203.20,41
8203.30,41
8203.40,41
8204.11,41
8204.12,41
8204.20,41
8205.10,41
8205.20,41
8205.30,41
8205.40,41
8205.51,62
8205.59,41
8205.60,41
8205.70,41
8205.80,41
8205.90,41
8206.00,41
8207.13,42
8207.19,42
8207.20,42
8207.30,42
8207.40,42
8207.50,42
8207.60,42
8207.70,42
8207.80,42
8207.90,42
8208.10,42
8208.20,42
8208.30,42
8208.40,42
8208.90,42
8209.00,42
8210.00,61
8211.10,62
8211.91,62
8211.92,62
8211.93,62
8211.94,42
8211.95,42
8212.10,63
8212.20,63
8212.90,63
8213.00,62
8214.10,62
8214.20,62
8214.90,62
8215.10,62
8215.20,62
8215.91,62
8215.99,62
8301.10,22
8301.20,22
8301.30,22
8301.40,22
8301.50,22
8301.60,22
8301.70,22
8302.10,22
8302.20,22
8302.30,53
8302.41,22
8302.42,22
8302.49,22
8302.50,22
8302.60,22
8303.00,41
8304.00,41
8305.10,22
8305.20,22
8305.90,22
8306.10,22
8306.21,62
8306.29,62
8306.30,62
8307.10,22
8307.90,22
8308.10,22
8308.20,22
8308.90,22
8309.10,22
8309.90,22
8310.00,22
8311.10,22
8311.20,22
8311.30,22
8311.90,22
8401.10,41
8401.20,41
8401.30,41
8401.40,42
8402.11,41
8402.12,41
8402.19,41
8402.20,41
8402.90,42
8403.10,41
8403.90,42
8404.10,41
8404.20,41
8404.90,42
8405.10,41
8405.90,42
8406.10,41
8406.81,41
8406.82,41
8406.90,42
8407.10,53
8407.21,522
8407.29,53
8407.31,53
8407.32,53
8407.33,53
8407.34,53
8407.90,41
8408.10,53
8408.20,53
8408.90,41
8409.10,53
8409.91,53
8409.99,53
8410.11,41
8410.12,41
8410.13,41
8410.90,42
8411.11,53
8411.12,53
8411.21,53
8411.22,53
8411.81,53
8411.82,53
8411.91,53
8411.99,53
8412.10,53
8412.21,41
8412.29,41
8412.31,41
8412.39,41
8412.80,41
8412.90,42
8413.11,41
8413.19,41
8413.20,41
8413.30,41
8413.40,41
8413.50,41
8413.60,41
8413.70,41
8413.81,41
8413.82,41
8413.91,42
8413.92,42
8414.10,41
8414.20,41
8414.30,41
8414.40,41
8414.51,61
8414.59,41
8414.60,61
8414.80,41
8414.90,42
8415.10,61
8415.20,53
8415.81,41
8415.82,41
8415.83,41
8415.90,42
8416.10,41
8416.20,41
8416.30,41
8416.90,42
8417.10,41
8417.20,41
8417.80,41
8417.90,42
8418.10,61
8418.21,61
8418.29,61
8418.30,61
8418.40,61
8418.50,41
8418.61,41
8418.69,41
8418.91,42
8418.99,42
8419.11,41
8419.19,41
8419.20,41
8419.31,41
8419.32,41
8419.39,41
8419.40,41
8419.50,41
8419.60,41
8419.81,41
8419.89,41
8419.90,42
8420.10,41
8420.91,42
8420.99,42
8421.11,41
8421.12,41
8421.19,41
8421.21,41
8421.22,41
8421.23,41
8421.29,41
8421.31,41
8421.39,41
8421.91,42
8421.99,42
8422.11,61
8422.19,41
8422.20,41
8422.30,41
8422.40,41
8422.90,42
8423.10,62
8423.20,41
8423.30,41
8423.81,41
8423.82,41
8423.89,41
8423.90,42
8424.10,41
8424.20,41
8424.30,41
8424.81,41
8424.89,41
8424.90,42
8425.11,41
8425.19,41
8425.31,41
8425.39,41
8425.41,41
8425.42,41
8425.49,41
8426.11,41
8426.12,41
8426.19,41
8426.20,41
8426.30,41
8426.41,41
8426.49,41
8426.91,41
8426.99,41
8427.10,41
8427.20,41
8427.90,41
8428.10,41
8428.20,41
8428.31,41
8428.32,41
8428.33,41
8428.39,41
8428.40,41
8428.60,41
8428.90,41
8429.11,41
8429.19,41
8429.20,41
8429.30,41
8429.40,41
8429.51,41
8429.52,41
8429.59,41
8430.10,41
8430.20,41
8430.31,41
8430.39,41
8430.41,41
8430.49,41
8430.50,41
8430.61,41
8430.69,41
8431.10,42
8431.20,42
8431.31,42
8431.39,42
8431.41,42
8431.42,42
8431.43,42
8431.49,42
8432.10,41
8432.21,41
8432.29,41
8432.30,41
8432.40,41
8432.80,41
8432.90,42
8433.11,61
8433.19,61
8433.20,41
8433.30,41
