"SITC, Rev. 3",BEC,Relationship
64134,22,n to 1
64141,22,n to n
64141,61,n to n
64142,22,n to n
64142,61,n to n
64146,22,n to n
64146,61,n to n
64147,22,n to n
64147,61,n to n
64148,22,n to n
64148,61,n to n
64151,22,n to n
64151,61,n to n
64152,22,n to n
64152,61,n to n
64153,22,n to n
64153,61,n to n
64154,22,n to n
64154,61,n to n
64155,22,n to 1
64156,22,n to n
64156,61,n to n
64157,22,n to n
64157,61,n to n
64158,22,n to n
64158,61,n to n
64159,22,n to n
64159,61,n to n
64161,22,n to n
64161,61,n to n
64162,22,n to n
64162,61,n to n
64163,22,n to 1
64164,22,n to n
64164,61,n to n
64169,22,n to n
64169,61,n to n
64171,22,n to n
64171,61,n to n
64172,22,n to n
64172,61,n to n
64173,22,n to n
64173,61,n to n
64174,22,n to 1
64175,22,n to 1
64176,22,n to 1
64177,22,n to 1
64178,22,n to 1
64179,22,n to n
64179,61,n to n
64191,22,n to n
64191,61,n to n
64192,22,n to n
64192,61,n to n
64193,22,n to 1
64194,22,n to 1
64211,22,n to 1
64212,22,n to 1
64213,22,n to 1
64214,22,n to 1
64215,22,n to 1
64216,22,n to 1
64221,63,n to 1
64222,63,n to 1
64223,63,n to 1
64231,22,n to 1
64232,63,n to 1
64233,22,n to 1
64234,22,n to 1
64235,63,n to 1
64239,22,n to 1
64241,22,n to n
64241,63,n to n
64242,22,n to 1
64243,63,n to 1
64244,22,n to n
64244,61,n to n
64245,22,n to 1
64248,22,n to n
64248,61,n to n
64291,22,n to 1
64292,22,n to n
64292,61,n to n
64293,63,n to 1
64294,63,n to 1
64295,63,n to 1
64299,22,n to n
64299,61,n to n
65112,22,n to 1
65113,22,n to 1
65114,22,n to 1
65115,22,n to 1
65116,63,n to 1
65117,22,n to 1
65118,22,n to 1
65119,63,n to 1
65121,22,n to 1
65122,63,n to 1
65131,63,n to 1
65132,63,n to 1
65133,22,n to 1
65134,22,n to 1
65141,22,n to 1
65142,22,n to 1
65143,22,n to 1
65144,22,n to 1
65151,22,n to 1
65152,22,n to 1
65159,22,n to 1
65161,63,n to 1
65162,22,n to 1
65163,22,n to 1
65164,22,n to 1
65169,22,n to 1
65171,63,n to 1
65172,22,n to 1
65173,22,n to 1
65174,22,n to 1
65175,22,n to 1
65176,22,n to 1
65177,22,n to 1
65181,63,n to 1
65182,22,n to 1
65183,63,n to 1
65184,22,n to 1
65185,63,n to 1
65186,22,n to 1
65187,22,n to 1
65188,22,n to 1
65191,22,n to 1
65192,22,n to 1
65193,22,n to 1
65194,63,n to 1
65195,22,n to 1
65196,22,n to 1
65197,22,n to 1
65199,22,n to 1
65211,22,n to 1
65212,22,n to 1
65213,22,n to 1
65214,22,n to 1
65215,22,n to 1
65221,22,n to 1
65222,22,n to 1
65223,22,n to 1
65224,22,n to 1
65225,22,n to 1
65226,22,n to 1
65231,22,n to 1
65232,22,n to 1
65233,22,n to 1
65234,22,n to 1
65241,22,n to 1
65242,22,n to 1
65243,22,n to 1
65244,22,n to 1
65245,22,n to 1
65251,22,n to 1
65252,22,n to 1
65253,22,n to 1
65254,22,n to 1
65261,22,n to 1
65262,22,n to 1
65263,22,n to 1
65264,22,n to 1
65265,22,n to 1
65291,22,n to 1
65292,22,n to 1
65293,22,n to 1
65294,22,n to 1
65295,22,n to 1
65296,22,n to 1
65297,22,n to 1
65298,22,n to 1
65311,22,n to 1
65312,22,n to 1
65313,22,n to 1
65314,22,n to 1
65315,22,n to 1
65316,22,n to 1
65317,22,n to 1
65318,22,n to 1
65319,22,n to 1
65321,22,n to 1
65325,22,n to 1
65329,22,n to 1
65331,22,n to 1
65332,22,n to 1
65333,22,n to 1
65334,22,n to 1
65341,22,n to 1
65342,22,n to 1
65343,22,n to 1
65351,22,n to 1
65352,22,n to 1
65359,22,n to 1
6536,22,n to 1
65381,22,n to 1
65382,22,n to 1
65383,22,n to 1
65389,22,n to 1
65391,22,n to 1
65393,22,n to 1
65411,22,n to 1
65413,22,n to 1
65419,22,n to 1
65421,22,n to 1
65422,22,n to 1
65431,22,n to 1
65432,22,n to 1
65433,22,n to 1
65434,22,n to 1
65435,22,n to 1
65441,22,n to 1
65442,22,n to 1
6545,22,n to 1
6546,22,n to 1
65491,22,n to 1
65492,22,n to 1
65493,22,n to 1
65494,22,n to 1
65495,22,n to 1
65496,22,n to 1
65497,22,n to 1
65511,22,n to 1
65512,22,n to 1
65519,22,n to 1
65521,21,n to n
65521,22,n to n
65521,62,n to n
65521,63,n to n
65522,22,n to 1
65523,21,n to n
65523,22,n to n
65523,62,n to n
65523,63,n to n
65529,22,n to 1
65611,22,n to 1
65612,22,n to 1
65613,22,n to 1
65614,22,n to 1
65621,22,n to 1
65629,22,n to 1
65631,22,n to 1
65632,22,n to 1
65641,22,n to 1
65642,22,n to 1
65643,22,n to 1
65651,22,n to 1
65659,22,n to 1
65711,22,n to 1
65712,22,n to 1
65719,22,n to 1
6572,22,n to 1
65731,22,n to 1
65732,22,n to 1
65733,22,n to 1
65734,22,n to 1
65735,22,n to 1
6574,22,n to 1
65751,22,n to 1
65752,22,n to 1
65759,22,n to 1
65761,22,n to 1
65762,22,n to 1
65771,22,n to n
65771,63,n to n
65772,22,n to 1
65773,42,n to 1
65781,22,n to 1
65785,22,n to 1
65789,22,n to 1
65791,42,n to 1
65792,42,n to 1
65793,22,n to 1
65811,22,n to 1
65812,22,n to 1
65813,22,n to 1
65819,22,n to 1
65821,22,n to 1
65822,62,n to 1
65823,62,n to 1
65824,62,n to 1
65829,62,n to 1
65831,62,n to 1
65832,62,n to 1
65833,62,n to 1
65839,62,n to 1
65841,62,n to 1
65842,62,n to 1
65843,62,n to 1
65844,62,n to 1
65845,62,n to 1
65846,62,n to 1
65847,62,n to 1
65848,62,n to 1
65851,62,n to 1
65852,62,n to 1
65859,62,n to 1
65891,62,n to 1
65892,62,n to 1
65893,62,n to 1
65899,62,n to 1
65911,22,n to n
65911,61,n to n
65912,61,n to 1
65921,61,n to 1
65929,61,n to 1
6593,61,n to 1
65941,61,n to 1
65942,61,n to 1
65943,61,n to 1
65949,61,n to 1
65951,61,n to 1
65952,61,n to 1
65959,61,n to 1
65961,61,n to 1
65969,61,n to 1
66111,22,n to 1
66112,22,n to 1
66113,22,n to 1
66121,22,n to 1
66122,22,n to 1
66123,22,n to 1
66129,22,n to 1
66131,22,n to 1
66132,22,n to 1
66133,22,n to 1
66134,22,n to 1
66135,22,n to 1
66136,22,n to 1
66139,22,n to 1
66181,22,n to 1
66182,22,n to 1
66183,22,n to 1
66231,22,n to 1
66232,22,n to 1
66233,22,n to 1
66241,22,n to 1
66242,22,n to 1
66243,22,n to 1
66244,22,n to 1
66245,22,n to 1
66311,22,n to 1
66312,22,n to 1
66313,63,n to 1
66321,22,n to 1
66322,22,n to 1
66329,22,n to 1
66331,22,n to 1
66332,22,n to 1
66333,22,n to 1
66334,22,n to 1
66335,22,n to 1
66336,22,n to 1
66337,22,n to 1
66338,22,n to 1
66339,22,n to 1
66351,22,n to 1
66352,22,n to 1
66353,22,n to 1
6637,22,n to 1
66381,22,n to 1
66382,22,n to 1
66391,22,n to n
66391,62,n to n
66399,22,n to 1
66411,21,n to 1
66412,22,n to 1
66431,22,n to 1
66439,22,n to 1
66441,22,n to 1
66442,22,n to 1
66451,22,n to 1
66452,22,n to 1
66453,22,n to 1
66471,22,n to 1
66472,22,n to 1
66481,22,n to 1
66489,22,n to 1
66491,22,n to 1
66492,22,n to 1
66493,22,n to 1
66494,22,n to 1
66495,22,n to 1
66496,22,n to 1
66511,22,n to 1
66512,22,n to 1
66521,62,n to 1
66522,62,n to 1
66523,62,n to 1
66529,62,n to 1
66591,22,n to 1
66592,22,n to 1
66593,22,n to 1
66594,22,n to 1
66595,22,n to 1
66599,22,n to 1
66611,62,n to 1
66612,62,n to 1
66613,62,n to 1
66621,62,n to 1
66629,62,n to 1
66711,21,n to 1
66712,21,n to 1
66713,22,n to 1
66721,21,n to 1
66722,21,n to 1
66729,22,n to 1
66731,21,n to 1
66739,22,n to 1
66741,22,n to 1
66742,22,n to 1
66749,22,n to 1
67121,22,n to 1
67122,22,n to 1
67123,22,n to 1
67131,22,n to 1
67132,22,n to 1
67133,22,n to 1
67141,22,n to 1
67149,22,n to 1
67151,22,n to 1
67152,22,n to 1
67153,22,n to 1
67154,22,n to 1
67155,22,n to 1
67159,22,n to 1
67241,22,n to 1
67245,22,n to 1
67247,22,n to 1
67249,22,n to 1
67261,22,n to 1
67262,22,n to 1
67269,22,n to 1
6727,22,n to 1
67281,22,n to 1
67282,22,n to 1
67311,22,n to 1
67312,22,n to 1
67313,22,n to 1
67314,22,n to 1
67315,22,n to 1
67316,22,n to 1
67317,22,n to 1
67319,22,n to 1
67321,22,n to 1
67322,22,n to 1
67323,22,n to 1
67324,22,n to 1
67325,22,n to 1
67326,22,n to 1
67327,22,n to 1
67329,22,n to 1
67331,22,n to 1
67332,22,n to 1
67333,22,n to 1
67334,22,n to 1
67335,22,n to 1
67336,22,n to 1
67337,22,n to 1
67338,22,n to 1
67339,22,n to 1
67341,22,n to 1
67342,22,n to 1
67343,22,n to 1
67344,22,n to 1
67345,22,n to 1
67346,22,n to 1
67347,22,n to 1
67348,22,n to 1
67349,22,n to 1
67351,22,n to 1
67352,22,n to 1
67353,22,n to 1
67411,22,n to 1
67412,22,n to 1
67413,22,n to 1
67414,22,n to 1
67421,22,n to 1
67422,22,n to 1
67431,22,n to 1
67432,22,n to 1
67441,22,n to 1
67442,22,n to 1
67443,22,n to 1
67444,22,n to 1
67451,22,n to 1
67452,22,n to 1
67511,22,n to 1
67512,22,n to 1
67521,22,n to 1
67522,22,n to 1
67531,22,n to 1
67532,22,n to 1
67533,22,n to 1
67534,22,n to 1
67535,22,n to 1
67536,22,n to 1
67537,22,n to 1
67538,22,n to 1
67541,22,n to 1
67542,22,n to 1
67543,22,n to 1
67551,22,n to 1
67552,22,n to 1
67553,22,n to 1
67554,22,n to 1
67555,22,n to 1
67556,22,n to 1
67561,22,n to 1
67562,22,n to 1
67571,22,n to 1
67572,22,n to 1
67573,22,n to 1
67574,22,n to 1
67611,22,n to 1
67612,22,n to 1
67613,22,n to 1
67614,22,n to 1
67615,22,n to 1
67617,22,n to 1
67619,22,n to 1
67621,22,n to 1
67622,22,n to 1
67623,22,n to 1
67624,22,n to 1
67625,22,n to 1
67629,22,n to 1
67631,22,n to 1
67632,22,n to 1
67633,22,n to 1
67634,22,n to 1
67639,22,n to 1
67641,22,n to 1
67642,22,n to 1
67643,22,n to 1
67644,22,n to 1
67645,22,n to 1
67646,22,n to 1
67647,22,n to 1
67648,22,n to 1
67681,22,n to 1
67682,22,n to 1
67683,22,n to 1
67684,22,n to 1
67685,22,n to 1
67686,22,n to 1
67687,22,n to 1
67688,22,n to 1
67701,22,n to 1
67709,22,n to 1
67811,22,n to 1
67812,22,n to 1
67813,22,n to 1
67821,22,n to 1
67829,22,n to 1
67911,22,n to 1
67912,22,n to 1
67913,22,n to 1
67914,22,n to 1
67915,22,n to 1
67916,22,n to 1
67917,22,n to 1
67931,22,n to 1
67932,22,n to 1
67933,22,n to 1
67939,22,n to 1
67941,22,n to 1
67942,22,n to 1
67943,22,n to 1
67944,22,n to 1
67949,22,n to 1
67951,22,n to 1
67952,22,n to 1
67953,22,n to 1
67954,22,n to 1
67955,22,n to 1
67956,22,n to 1
67959,22,n to 1
68112,22,n to 1
68113,22,n to 1
68114,22,n to 1
68122,22,n to 1
68123,22,n to 1
68124,22,n to 1
68125,22,n to 1
68211,22,n to 1
68212,22,n to 1
68213,22,n to 1
68214,22,n to 1
68231,22,n to 1
68232,22,n to 1
68241,22,n to 1
68242,22,n to 1
68251,22,n to 1
68252,22,n to 1
68261,22,n to 1
68262,22,n to 1
68271,22,n to 1
68272,22,n to 1
68311,22,n to 1
68312,22,n to 1
68321,22,n to 1
68322,22,n to 1
68323,22,n to 1
68324,22,n to 1
68411,22,n to 1
68412,22,n to 1
68421,22,n to 1
68422,22,n to 1
68423,22,n to 1
68424,22,n to 1
68425,22,n to 1
68426,22,n to 1
68427,22,n to 1
68511,22,n to 1
68512,22,n to 1
68521,22,n to 1
68522,22,n to 1
68524,22,n to 1
68611,22,n to 1
68612,22,n to 1
68631,22,n to 1
68632,22,n to 1
68633,22,n to 1
68634,22,n to 1
68711,22,n to 1
68712,22,n to 1
68721,22,n to 1
68722,22,n to 1
68723,22,n to 1
68724,22,n to 1
68911,21,n to n
68911,22,n to n
68912,21,n to n
68912,22,n to n
68913,21,n to n
68913,22,n to n
68914,21,n to 1
68915,22,n to 1
68981,21,n to n
68981,22,n to n
68982,21,n to n
68982,22,n to n
68983,21,n to n
68983,22,n to n
68984,21,n to n
68984,22,n to n
68991,21,n to n
68991,22,n to n
68992,22,n to 1
68993,21,n to n
68993,22,n to n
68994,22,n to 1
68995,21,n to n
68995,22,n to n
68996,21,n to n
68996,22,n to n
68997,21,n to n
68997,22,n to n
68998,21,n to n
68998,22,n to n
68999,22,n to 1
69111,22,n to 1
69112,22,n to 1
69113,22,n to 1
69114,22,n to 1
69119,22,n to 1
69121,22,n to 1
69129,22,n to 1
69211,41,n to 1
69212,41,n to 1
69241,41,n to 1
69242,41,n to 1
69243,41,n to 1
69244,41,n to 1
69311,22,n to 1
69312,22,n to 1
69313,22,n to 1
6932,22,n to 1
69351,22,n to 1
69352,22,n to n
69352,61,n to n
6941,22,n to 1
69421,22,n to 1
69422,22,n to 1
69431,22,n to 1
69432,22,n to 1
69433,22,n to 1
6944,22,n to 1
6951,41,n to 1
69521,41,n to 1
69522,41,n to 1
69523,41,n to 1
6953,41,n to 1
69541,41,n to 1
69542,41,n to 1
69543,41,n to 1
69544,41,n to 1
69545,62,n to 1
69546,41,n to 1
69547,41,n to 1
69548,41,n to 1
69549,41,n to 1
69551,42,n to 1
69552,42,n to 1
69553,42,n to 1
69554,42,n to 1
69555,42,n to 1
69559,42,n to 1
69561,42,n to 1
69562,42,n to 1
69563,42,n to 1
69564,42,n to 1
6957,41,n to 1
69631,63,n to 1
69635,63,n to 1
69638,63,n to 1
6964,62,n to 1
69651,62,n to 1
69655,62,n to 1
69659,62,n to 1
69661,62,n to 1
69662,62,n to 1
69663,62,n to 1
69669,62,n to 1
6968,42,n to n
6968,62,n to n
69731,61,n to 1
69732,61,n to 1
69733,22,n to 1
69734,22,n to n
69734,61,n to n
69734,62,n to n
69741,62,n to 1
69742,61,n to n
69742,62,n to n
69743,62,n to 1
69744,62,n to 1
69751,22,n to 1
69752,22,n to 1
69753,22,n to 1
69781,61,n to 1
69782,62,n to 1
69911,22,n to 1
69912,41,n to 1
69913,22,n to 1
69914,22,n to 1
69915,53,n to 1
69916,22,n to 1
69917,22,n to 1
69919,22,n to 1
69921,22,n to 1
69922,22,n to 1
69931,63,n to 1
69932,63,n to 1
69933,22,n to 1
69941,22,n to 1
69942,22,n to n
69942,61,n to n
69951,22,n to 1
69952,22,n to 1
69953,22,n to 1
69954,22,n to 1
69955,22,n to 1
69961,53,n to 1
69962,22,n to 1
69963,22,n to 1
69965,22,n to 1
69967,22,n to 1
69969,22,n to 1
69971,22,n to 1
69973,22,n to n
69973,61,n to n
69973,62,n to n
69975,22,n to 1
69976,22,n to 1
69977,22,n to 1
69978,22,n to 1
69979,22,n to 1
69981,22,n to 1
69983,22,n to 1
69985,22,n to 1
69987,22,n to 1
69991,22,n to 1
69992,22,n to 1
69993,22,n to 1
69994,22,n to 1
69995,22,n to 1
69999,22,n to 1
71111,41,n to 1
71112,41,n to 1
71121,41,n to 1
71122,41,n to 1
71191,42,n to 1
71192,42,n to 1
71211,41,n to 1
71219,41,n to 1
7128,42,n to 1
71311,53,n to 1
71319,53,n to 1
71321,53,n to 1
71322,53,n to 1
71323,53,n to 1
71331,522,n to 1
71332,53,n to 1
71333,53,n to 1
71381,41,n to 1
71382,41,n to 1
71391,53,n to 1
71392,53,n to 1
71441,53,n to 1
71449,53,n to 1
71481,53,n to 1
71489,53,n to 1
71491,53,n to 1
71499,53,n to 1
7161,41,n to 1
7162,41,n to 1
71631,41,n to 1
71632,41,n to 1
7164,41,n to 1
71651,41,n to 1
71652,41,n to 1
7169,42,n to 1
71811,41,n to 1
71819,42,n to 1
71871,41,n to 1
71877,41,n to 1
71878,42,n to 1
71891,41,n to 1
71892,41,n to 1
71893,41,n to 1
71899,42,n to 1
72111,41,n to 1
72112,41,n to 1
72113,41,n to 1
72118,41,n to 1
72119,42,n to 1
72121,61,n to 1
72122,41,n to 1
72123,41,n to 1
72126,41,n to 1
72127,41,n to 1
72129,42,n to 1
72131,41,n to 1
72138,41,n to 1
72139,42,n to 1
72191,41,n to 1
72195,41,n to 1
72196,41,n to 1
72198,42,n to 1
72199,42,n to 1
7223,41,n to 1
72241,41,n to 1
72249,41,n to 1
72311,41,n to 1
72312,41,n to 1
72321,41,n to 1
72322,41,n to 1
72329,41,n to 1
72331,41,n to 1
72333,41,n to 1
72335,41,n to 1
72337,41,n to 1
72339,41,n to 1
72341,41,n to 1
72342,41,n to 1
72343,41,n to 1
72344,41,n to 1
72345,41,n to 1
72346,41,n to 1
72347,41,n to 1
72348,41,n to 1
72391,42,n to 1
72392,42,n to 1
72393,42,n to 1
72399,42,n to 1
72433,61,n to 1
72435,41,n to 1
72439,42,n to 1
72441,41,n to 1
72442,41,n to 1
72443,41,n to 1
72449,42,n to 1
72451,41,n to 1
72452,41,n to 1
72453,41,n to 1
72454,41,n to 1
72455,41,n to 1
72461,42,n to 1
72467,42,n to 1
72468,42,n to 1
72471,41,n to 1
72472,41,n to 1
72473,41,n to 1
72474,41,n to 1
72481,41,n to 1
72483,41,n to 1
72485,41,n to 1
72488,42,n to 1
72491,42,n to 1
72492,42,n to 1
72511,41,n to 1
72512,41,n to 1
72521,41,n to 1
72523,41,n to 1
72525,41,n to 1
72527,41,n to 1
72529,41,n to 1
72591,42,n to 1
72599,42,n to 1
72631,41,n to 1
72635,42,n to 1
72651,41,n to 1
72655,41,n to 1
72659,41,n to 1
72661,41,n to 1
72663,41,n to 1
72665,41,n to 1
72667,41,n to 1
72668,41,n to n
72668,42,n to n
72681,41,n to 1
72689,42,n to 1
72691,42,n to 1
72699,41,n to n
72699,42,n to n
72711,41,n to 1
72719,42,n to 1
72721,41,n to 1
72722,41,n to 1
72729,42,n to 1
72811,41,n to 1
72812,41,n to 1
72819,42,n to 1
72831,41,n to 1
72832,41,n to 1
72833,41,n to 1
72834,41,n to 1
72839,42,n to 1
72841,41,n to 1
72842,41,n to 1
72843,41,n to 1
72844,41,n to 1
72846,41,n to 1
72847,41,n to 1
72849,41,n to n
72849,61,n to n
72851,42,n to 1
72852,42,n to 1
72853,42,n to 1
72855,22,n to n
72855,42,n to n
73111,41,n to 1
73112,41,n to 1
73113,41,n to 1
73114,41,n to 1
73121,41,n to 1
73122,41,n to 1
73123,41,n to 1
73131,41,n to 1
73135,41,n to 1
73137,41,n to 1
73139,41,n to 1
73141,41,n to 1
73142,41,n to 1
73143,41,n to 1
73144,41,n to 1
73145,41,n to 1
73146,41,n to 1
73151,41,n to 1
73152,41,n to 1
73153,41,n to 1
73154,41,n to 1
73157,41,n to 1
73161,41,n to 1
73162,41,n to 1
73163,41,n to 1
73164,41,n to 1
73165,41,n to 1
73166,41,n to 1
73167,41,n to 1
73169,41,n to 1
73171,41,n to 1
73173,41,n to 1
73175,41,n to 1
73177,41,n to 1
73178,41,n to 1
73179,41,n to 1
73311,41,n to 1
73312,41,n to 1
73313,41,n to 1
73314,41,n to 1
73315,41,n to 1
73316,41,n to 1
73317,41,n to 1
73318,41,n to 1
73391,41,n to 1
73393,41,n to 1
73395,41,n to 1
73399,41,n to 1
73511,42,n to 1
73513,42,n to 1
73515,42,n to 1
73591,42,n to 1
73595,42,n to 1
73711,41,n to 1
73712,41,n to 1
73719,42,n to 1
73721,41,n to 1
73729,42,n to 1
73731,41,n to 1
73732,41,n to 1
73733,41,n to 1
73734,41,n to 1
73735,41,n to 1
73736,41,n to 1
73737,41,n to 1
73739,42,n to 1
73741,41,n to 1
73742,41,n to 1
73743,41,n to 1
73749,42,n to 1
74121,41,n to 1
74123,41,n to 1
74125,41,n to 1
74128,42,n to 1
74131,41,n to 1
74132,41,n to 1
74133,41,n to 1
74134,41,n to 1
74135,42,n to 1
74136,41,n to 1
74137,41,n to 1
74138,41,n to 1
74139,42,n to 1
74143,41,n to 1
74145,41,n to 1
74149,42,n to 1
74151,61,n to 1
74155,41,n to n
74155,53,n to n
74159,42,n to 1
74171,41,n to 1
74172,42,n to 1
74173,41,n to 1
74174,41,n to 1
74175,41,n to 1
74181,41,n to 1
74182,41,n to 1
74183,41,n to 1
74184,41,n to 1
74185,41,n to 1
74186,41,n to 1
74187,41,n to 1
74189,41,n to 1
7419,42,n to 1
74211,41,n to 1
74219,41,n to 1
7422,41,n to 1
7423,41,n to 1
7424,41,n to 1
7425,41,n to 1
7426,41,n to 1
74271,41,n to 1
74275,41,n to 1
74291,42,n to 1
74295,42,n to 1
74311,41,n to 1
74313,41,n to 1
74315,41,n to 1
74317,41,n to 1
74319,41,n to 1
74341,61,n to 1
74343,41,n to 1
74345,61,n to 1
74351,41,n to 1
74355,41,n to 1
74359,41,n to 1
74361,41,n to 1
74362,41,n to 1
74363,41,n to 1
74364,41,n to 1
74367,41,n to 1
74369,41,n to 1
7438,42,n to 1
74391,42,n to 1
74395,42,n to 1
74411,41,n to 1
74412,41,n to 1
74413,41,n to 1
74414,41,n to 1
74415,41,n to 1
74419,42,n to 1
74421,41,n to 1
74423,41,n to 1
74425,41,n to 1
74431,41,n to 1
74432,41,n to 1
74433,41,n to 1
74434,41,n to 1
74435,41,n to 1
74437,41,n to 1
74439,41,n to 1
74441,41,n to 1
74443,41,n to 1
74449,41,n to 1
74471,41,n to 1
74472,41,n to 1
74473,41,n to 1
74474,41,n to 1
74479,41,n to 1
74481,41,n to 1
74485,41,n to 1
74489,41,n to 1
74491,42,n to 1
74492,42,n to 1
74493,42,n to 1
74494,42,n to 1
74511,41,n to 1
74512,41,n to 1
74519,42,n to 1
74521,41,n to 1
74523,41,n to 1
74527,41,n to 1
74529,42,n to 1
74531,41,n to 1
74532,62,n to 1
74539,42,n to 1
74561,41,n to 1
74562,41,n to 1
74563,41,n to 1
74564,41,n to 1
74565,41,n to 1
74568,42,n to 1
74591,41,n to 1
74593,42,n to 1
74595,41,n to 1
74597,42,n to 1
7461,42,n to 1
7462,42,n to 1
7463,42,n to 1
7464,42,n to 1
7465,42,n to 1
7468,42,n to 1
74691,42,n to 1
74699,42,n to 1
7471,42,n to 1
7472,42,n to 1
7473,42,n to 1
7474,42,n to 1
7478,42,n to 1
7479,42,n to 1
7481,42,n to 1
74821,42,n to 1
74822,42,n to 1
74831,22,n to 1
74832,22,n to 1
74839,22,n to 1
7484,42,n to 1
7485,42,n to 1
7486,42,n to 1
7489,42,n to 1
74911,41,n to 1
74912,41,n to 1
74913,41,n to 1
74914,41,n to 1
74915,41,n to 1
74916,41,n to 1
74917,41,n to 1
74918,41,n to 1
74919,41,n to 1
7492,42,n to 1
74991,42,n to 1
74999,42,n to 1
75113,41,n to 1
75115,41,n to 1
75116,41,n to 1
75118,41,n to 1
75119,41,n to 1
75121,62,n to 1
75122,41,n to 1
75123,41,n to 1
75124,41,n to 1
75128,41,n to 1
75131,41,n to 1
75132,41,n to 1
75133,41,n to 1
75134,41,n to 1
75135,41,n to 1
75191,41,n to 1
75192,41,n to 1
75193,41,n to 1
75199,41,n to 1
7521,41,n to 1
7522,41,n to 1
7523,41,n to 1
7526,41,n to n
7526,61,n to n
7527,41,n to 1
7529,41,n to 1
7591,41,n to n
7591,42,n to n
75991,42,n to 1
75993,41,n to n
75993,42,n to n
75995,41,n to n
75995,42,n to n
75997,41,n to n
75997,42,n to n
7611,41,n to n
7611,61,n to n
7612,41,n to n
7612,61,n to n
76211,53,n to 1
76212,53,n to 1
76221,61,n to 1
76222,61,n to 1
76281,41,n to 1
76282,41,n to 1
76289,41,n to 1
76331,41,n to n
76331,61,n to n
76333,41,n to n
76333,61,n to n
76335,61,n to 1
76381,41,n to n
76381,61,n to n
76382,41,n to n
76382,61,n to n
76383,41,n to n
76383,61,n to n
76384,41,n to n
76384,61,n to n
76384,62,n to n
76411,41,n to n
76411,62,n to n
76413,41,n to 1
76415,41,n to 1
76417,41,n to 1
76419,41,n to 1
76421,41,n to 1
76422,41,n to 1
76423,41,n to 1
76424,41,n to 1
76425,41,n to 1
76426,41,n to 1
76431,41,n to 1
76432,41,n to n
76432,62,n to n
76481,41,n to 1
76482,41,n to n
76482,61,n to n
76483,41,n to 1
76491,41,n to n
76491,42,n to n
76492,42,n to 1
76493,42,n to 1
76499,42,n to 1
77111,41,n to 1
77119,41,n to 1
77121,41,n to 1
77123,41,n to 1
77125,41,n to 1
77129,42,n to 1
7722,42,n to 1
77231,42,n to 1
77232,42,n to 1
77233,42,n to 1
77235,42,n to 1
77238,42,n to 1
77241,42,n to 1
77242,42,n to 1
77243,42,n to 1
77244,42,n to 1
77245,42,n to 1
77249,42,n to 1
77251,42,n to 1
77252,42,n to 1
77253,42,n to 1
77254,42,n to 1
77255,42,n to 1
77257,42,n to 1
77258,42,n to 1
77259,42,n to 1
77261,42,n to 1
77262,42,n to 1
77281,42,n to 1
77282,42,n to 1
77311,22,n to 1
77312,22,n to 1
77313,53,n to 1
77314,22,n to 1
77315,22,n to 1
77317,22,n to 1
77318,22,n to 1
77322,42,n to 1
77323,42,n to 1
77324,42,n to 1
77326,22,n to 1
77328,22,n to 1
77329,22,n to 1
77411,41,n to 1
77412,41,n to 1
77413,41,n to 1
77421,41,n to 1
77422,41,n to 1
77423,42,n to 1
77429,42,n to 1
77511,61,n to 1
77512,61,n to 1
77521,61,n to 1
77522,61,n to 1
7753,61,n to 1
77541,61,n to 1
77542,61,n to 1
77549,22,n to 1
77571,41,n to n
77571,61,n to n
77572,61,n to 1
77573,41,n to n
77573,61,n to n
77579,22,n to n
77579,42,n to n
77581,22,n to 1
77582,61,n to 1
77583,41,n to n
77583,61,n to n
77584,61,n to 1
77585,62,n to 1
77586,61,n to 1
77587,61,n to 1
77588,22,n to 1
77589,22,n to 1
77611,42,n to 1
77612,42,n to 1
77621,42,n to 1
77623,42,n to 1
77625,42,n to 1
77627,42,n to 1
77629,42,n to 1
77631,42,n to 1
77632,42,n to 1
77633,42,n to 1
77635,42,n to 1
77637,42,n to 1
77639,42,n to 1
77641,41,n to n
77641,42,n to n
77641,62,n to n
77643,42,n to 1
77645,42,n to 1
77649,21,n to n
77649,42,n to n
77681,42,n to 1
77688,42,n to 1
77689,41,n to n
77689,42,n to n
77689,62,n to n
77811,63,n to 1
77812,21,n to n
77812,42,n to n
77812,53,n to n
77817,22,n to 1
77819,22,n to 1
77821,42,n to n
77821,63,n to n
77822,42,n to 1
77823,53,n to 1
77824,42,n to 1
77829,22,n to 1
77831,53,n to 1
77833,53,n to 1
77834,53,n to 1
77835,22,n to 1
77841,41,n to 1
77843,41,n to 1
77845,41,n to 1
77848,41,n to n
77848,42,n to n
77861,41,n to 1
77862,41,n to 1
77863,41,n to 1
77864,41,n to 1
77865,41,n to 1
77866,41,n to 1
77867,41,n to 1
77868,41,n to 1
77869,42,n to 1
77871,41,n to 1
77878,41,n to n
77878,42,n to n
77878,62,n to n
77879,41,n to n
77879,42,n to n
77879,62,n to n
77881,41,n to 1
77882,41,n to 1
77883,42,n to 1
77884,41,n to 1
77885,42,n to 1
77886,42,n to 1
77889,21,n to n
77889,42,n to n
7811,522,n to 1
7812,51,1 to 1
78211,521,n to 1
78219,521,n to 1
78221,521,n to 1
78223,521,n to 1
78225,521,n to 1
78227,521,n to 1
78229,521,n to 1
78311,521,n to 1
